scope,observed_tier,patch,role,champion_id,champion_name,games,wins,losses,win_rate,pick_count,pick_rate,pick_rate_denominator,avg_kda,avg_cs_per_min,avg_gold_per_min,avg_damage_share,avg_vision_score,first_blood_rate,first_tower_rate,ban_count,ban_match_count,ban_rate,min_games_applied
overall,MIXED,16.17,ALL,51,Caitlyn,87,44,43,0.5057471264367817,87,0.017261904761904763,5040,3.447139418691143,6.85885837951186,433.22434413265074,0.22442536355469764,17.96551724137931,0.16091954022988506,0.22988505747126436,77,77,0.1527777777777778,15
overall,MIXED,16.16,ALL,777,Yone,87,39,48,0.4482758620689655,87,0.026126126126126126,3330,2.4846046673632887,6.6711645959762675,397.61109716981673,0.25684733882376787,22.06896551724138,0.13793103448275862,0.10344827586206896,75,72,0.21621621621621623,15
overall,MIXED,16.17,ALL,99,Lux,86,39,47,0.45348837209302323,86,0.017063492063492062,5040,4.335233451948569,2.742674834163552,324.7405071252569,0.20738082493141205,63.77906976744186,0.046511627906976744,0.03488372093023256,54,54,0.10714285714285714,15
overall,MIXED,16.14,ALL,147,Seraphine,86,34,52,0.3953488372093023,86,0.02471264367816092,3480,3.62097947272366,2.0611433242700326,298.2715444157643,0.14413708525863325,57.372093023255815,0.05813953488372093,0.011627906976744186,160,141,0.4051724137931034,15
overall,MIXED,16.17,BOTTOM,51,Caitlyn,85,42,43,0.49411764705882355,85,0.08432539682539683,1008,3.4744670688788335,6.853601308962691,433.92618527906956,0.224001009058798,17.741176470588236,0.16470588235294117,0.23529411764705882,77,77,0.1527777777777778,15
overall,MIXED,16.15,ALL,147,Seraphine,85,39,46,0.4588235294117647,85,0.020581113801452784,4130,3.714078176725235,2.5674880996274454,313.38114182645495,0.1498368411797476,51.90588235294118,0.09411764705882353,0.03529411764705882,176,161,0.3898305084745763,15
overall,MIXED,16.17,ALL,222,Jinx,81,44,37,0.5432098765432098,81,0.01607142857142857,5040,3.819608340904637,6.939006939443317,434.2034233676967,0.21394762783603755,16.28395061728395,0.06172839506172839,0.07407407407407407,79,77,0.1527777777777778,15
overall,MIXED,16.17,BOTTOM,222,Jinx,81,44,37,0.5432098765432098,81,0.08035714285714286,1008,3.819608340904637,6.939006939443317,434.2034233676967,0.21394762783603755,16.28395061728395,0.06172839506172839,0.07407407407407407,79,77,0.1527777777777778,15
overall,MIXED,16.14,ALL,122,Darius,80,46,34,0.575,80,0.022988505747126436,3480,3.6393522796647795,6.777141892918154,416.3801947711164,0.23159011709973973,20.7375,0.175,0.2,16,16,0.04597701149425287,15
overall,MIXED,16.17,ALL,45,Veigar,80,46,34,0.575,80,0.015873015873015872,5040,3.7901935564435547,6.218358060496014,402.8245194585676,0.2226926529938271,23.9625,0.0375,0.025,63,61,0.12103174603174603,15
overall,MIXED,16.16,ALL,147,Seraphine,80,43,37,0.5375,80,0.024024024024024024,3330,3.884131909756909,1.8537576970077307,300.1204447695921,0.14334665326943768,67.3125,0.1,0.0125,102,91,0.2732732732732733,15
