scope,observed_tier,patch,role,spell_id,spell_name,games,wins,losses,win_rate,pick_rate,pick_rate_denominator,min_games_applied
overall,MIXED,16.3,TOP,14,イグナイト,74,38,36,0.5135135135135135,0.42045454545454547,176,15
overall,MIXED,14.20,ALL,21,バリア,74,38,36,0.5135135135135135,0.1608695652173913,460,15
overall,MIXED,15.9,ALL,21,バリア,74,38,36,0.5135135135135135,0.17209302325581396,430,15
overall,MIXED,15.3,TOP,4,フラッシュ,74,36,38,0.4864864864864865,0.9024390243902439,82,15
overall,MIXED,15.15,TOP,12,テレポート,74,34,40,0.4594594594594595,0.9024390243902439,82,15
overall,MIXED,16.11,UTILITY,7,ヒール,73,41,32,0.5616438356164384,0.3093220338983051,236,15
overall,MIXED,15.7,MIDDLE,12,テレポート,73,40,33,0.547945205479452,0.7934782608695652,92,15
overall,MIXED,15.3,MIDDLE,12,テレポート,72,39,33,0.5416666666666666,0.8780487804878049,82,15
overall,MIXED,15.7,TOP,12,テレポート,72,37,35,0.5138888888888888,0.782608695652174,92,15
overall,MIXED,15.14,UTILITY,14,イグナイト,72,36,36,0.5,0.782608695652174,92,15
overall,MIXED,16.2,TOP,12,テレポート,72,32,40,0.4444444444444444,0.5070422535211268,142,15
overall,MIXED,15.9,BOTTOM,21,バリア,71,37,34,0.5211267605633803,0.8255813953488372,86,15
overall,MIXED,14.20,BOTTOM,21,バリア,71,36,35,0.5070422535211268,0.7717391304347826,92,15
overall,MIXED,15.19,ALL,7,ヒール,71,33,38,0.4647887323943662,0.06173913043478261,1150,15
overall,MIXED,15.12,UTILITY,14,イグナイト,70,37,33,0.5285714285714286,0.6862745098039216,102,15
overall,MIXED,15.15,ALL,14,イグナイト,70,37,33,0.5285714285714286,0.17073170731707318,410,15
overall,MIXED,16.12,TOP,12,テレポート,70,33,37,0.4714285714285714,0.39325842696629215,178,15
overall,MIXED,14.19,ALL,14,イグナイト,69,36,33,0.5217391304347826,0.16428571428571428,420,15
overall,MIXED,15.9,TOP,12,テレポート,69,35,34,0.5072463768115942,0.8023255813953488,86,15
overall,MIXED,15.3,ALL,21,バリア,69,35,34,0.5072463768115942,0.16829268292682928,410,15
overall,MIXED,15.22,UTILITY,14,イグナイト,69,33,36,0.4782608695652174,0.5227272727272727,132,15
overall,MIXED,16.16,BOTTOM,12,テレポート,68,36,32,0.5294117647058824,0.1021021021021021,666,15
overall,MIXED,15.15,MIDDLE,12,テレポート,68,34,34,0.5,0.8292682926829268,82,15
overall,MIXED,15.16,UTILITY,14,イグナイト,68,33,35,0.4852941176470588,0.6296296296296297,108,15
overall,MIXED,16.4,UTILITY,14,イグナイト,68,32,36,0.47058823529411764,0.6415094339622641,106,15
overall,MIXED,15.19,UTILITY,7,ヒール,68,32,36,0.47058823529411764,0.2956521739130435,230,15
overall,MIXED,16.17,JUNGLE,6,ゴースト,67,40,27,0.5970149253731343,0.06646825396825397,1008,15
overall,MIXED,16.17,ALL,1,クレンズ,67,33,34,0.4925373134328358,0.013293650793650793,5040,15
overall,MIXED,15.24,ALL,6,ゴースト,66,38,28,0.5757575757575758,0.03859649122807018,1710,15
overall,MIXED,14.19,ALL,21,バリア,66,34,32,0.5151515151515151,0.15714285714285714,420,15
overall,MIXED,15.3,BOTTOM,21,バリア,66,33,33,0.5,0.8048780487804879,82,15
overall,MIXED,15.7,UTILITY,14,イグナイト,65,33,32,0.5076923076923077,0.7065217391304348,92,15
overall,MIXED,14.19,BOTTOM,21,バリア,65,33,32,0.5076923076923077,0.7738095238095238,84,15
overall,MIXED,14.19,TOP,4,フラッシュ,65,33,32,0.5076923076923077,0.7738095238095238,84,15
overall,MIXED,16.4,MIDDLE,12,テレポート,64,30,34,0.46875,0.6037735849056604,106,15
overall,MIXED,16.15,UTILITY,3,イグゾースト,64,29,35,0.453125,0.0774818401937046,826,15
overall,MIXED,16.17,BOTTOM,1,クレンズ,63,32,31,0.5079365079365079,0.0625,1008,15
overall,MIXED,15.2,ALL,14,イグナイト,63,26,37,0.4126984126984127,0.13695652173913042,460,15
overall,MIXED,16.9,TOP,14,イグナイト,62,32,30,0.5161290322580645,0.3924050632911392,158,15
overall,MIXED,15.11,UTILITY,14,イグナイト,62,31,31,0.5,0.5849056603773585,106,15
overall,MIXED,14.22,ALL,11,スマイト,61,32,29,0.5245901639344263,0.2103448275862069,290,15
overall,MIXED,15.3,TOP,12,テレポート,61,31,30,0.5081967213114754,0.7439024390243902,82,15
overall,MIXED,15.3,UTILITY,14,イグナイト,60,30,30,0.5,0.7317073170731707,82,15
overall,MIXED,16.5,TOP,12,テレポート,60,27,33,0.45,0.37037037037037035,162,15
overall,MIXED,16.7,ALL,7,ヒール,59,34,25,0.576271186440678,0.07662337662337662,770,15
overall,MIXED,14.20,UTILITY,14,イグナイト,59,32,27,0.5423728813559322,0.6413043478260869,92,15
overall,MIXED,16.10,MIDDLE,14,イグナイト,59,31,28,0.5254237288135594,0.26576576576576577,222,15
overall,MIXED,16.6,TOP,12,テレポート,59,30,29,0.5084745762711864,0.3881578947368421,152,15
overall,MIXED,16.3,ALL,7,ヒール,59,28,31,0.4745762711864407,0.06704545454545455,880,15
overall,MIXED,15.23,UTILITY,14,イグナイト,59,26,33,0.4406779661016949,0.5086206896551724,116,15
overall,MIXED,16.7,UTILITY,7,ヒール,58,33,25,0.5689655172413793,0.37662337662337664,154,15
overall,MIXED,16.7,TOP,14,イグナイト,58,29,29,0.5,0.37662337662337664,154,15
overall,MIXED,14.22,JUNGLE,11,スマイト,58,29,29,0.5,1.0,58,15
overall,MIXED,14.22,BOTTOM,4,フラッシュ,58,29,29,0.5,1.0,58,15
overall,MIXED,16.12,MIDDLE,14,イグナイト,58,28,30,0.4827586206896552,0.3258426966292135,178,15
overall,MIXED,16.3,UTILITY,7,ヒール,58,28,30,0.4827586206896552,0.32954545454545453,176,15
overall,MIXED,15.24,MIDDLE,14,イグナイト,57,32,25,0.5614035087719298,0.16666666666666666,342,15
overall,MIXED,16.11,MIDDLE,14,イグナイト,57,31,26,0.543859649122807,0.24152542372881355,236,15
overall,MIXED,14.22,MIDDLE,4,フラッシュ,57,28,29,0.49122807017543857,0.9827586206896551,58,15
overall,MIXED,14.21,ALL,11,スマイト,56,28,28,0.5,0.2,280,15
overall,MIXED,14.21,JUNGLE,11,スマイト,56,28,28,0.5,1.0,56,15
overall,MIXED,14.22,UTILITY,4,フラッシュ,56,27,29,0.48214285714285715,0.9655172413793104,58,15
overall,MIXED,16.8,ALL,7,ヒール,56,23,33,0.4107142857142857,0.08,700,15
overall,MIXED,15.4,ALL,14,イグナイト,55,32,23,0.5818181818181818,0.2037037037037037,270,15
overall,MIXED,16.12,ALL,7,ヒール,55,30,25,0.5454545454545454,0.06179775280898876,890,15
overall,MIXED,16.12,UTILITY,7,ヒール,55,30,25,0.5454545454545454,0.3089887640449438,178,15
overall,MIXED,14.21,MIDDLE,4,フラッシュ,55,28,27,0.509090909090909,1.0,55,15
overall,MIXED,14.22,JUNGLE,4,フラッシュ,55,28,27,0.509090909090909,0.9482758620689655,58,15
overall,MIXED,15.4,ALL,11,スマイト,55,27,28,0.4909090909090909,0.2037037037037037,270,15
overall,MIXED,14.21,BOTTOM,4,フラッシュ,55,27,28,0.4909090909090909,0.9821428571428571,56,15
overall,MIXED,16.8,UTILITY,7,ヒール,55,23,32,0.41818181818181815,0.39285714285714285,140,15
overall,MIXED,14.19,UTILITY,14,イグナイト,54,29,25,0.5370370370370371,0.6428571428571429,84,15
overall,MIXED,16.15,JUNGLE,6,ゴースト,54,27,27,0.5,0.06537530266343826,826,15
overall,MIXED,15.4,JUNGLE,11,スマイト,54,27,27,0.5,1.0,54,15
overall,MIXED,15.4,BOTTOM,4,フラッシュ,54,27,27,0.5,1.0,54,15
overall,MIXED,16.6,ALL,7,ヒール,53,28,25,0.5283018867924528,0.06973684210526315,760,15
overall,MIXED,16.2,TOP,14,イグナイト,53,27,26,0.5094339622641509,0.3732394366197183,142,15
overall,MIXED,14.21,UTILITY,4,フラッシュ,53,27,26,0.5094339622641509,0.9464285714285714,56,15
overall,MIXED,15.4,MIDDLE,4,フラッシュ,53,27,26,0.5094339622641509,0.9814814814814815,54,15
overall,MIXED,16.8,TOP,14,イグナイト,53,26,27,0.49056603773584906,0.37857142857142856,140,15
overall,MIXED,14.22,MIDDLE,12,テレポート,53,26,27,0.49056603773584906,0.9137931034482759,58,15
overall,MIXED,16.2,ALL,7,ヒール,53,25,28,0.4716981132075472,0.07464788732394366,710,15
overall,MIXED,15.4,UTILITY,4,フラッシュ,52,27,25,0.5192307692307693,0.9629629629629629,54,15
overall,MIXED,14.21,JUNGLE,4,フラッシュ,52,26,26,0.5,0.9285714285714286,56,15
overall,MIXED,15.4,JUNGLE,4,フラッシュ,52,26,26,0.5,0.9629629629629629,54,15
overall,MIXED,16.2,UTILITY,7,ヒール,52,25,27,0.4807692307692308,0.36619718309859156,142,15
overall,MIXED,15.15,UTILITY,14,イグナイト,51,26,25,0.5098039215686274,0.6219512195121951,82,15
overall,MIXED,15.22,ALL,7,ヒール,51,25,26,0.49019607843137253,0.07727272727272727,660,15
overall,MIXED,16.5,ALL,7,ヒール,51,24,27,0.47058823529411764,0.06296296296296296,810,15
overall,MIXED,16.1,ALL,7,ヒール,50,28,22,0.56,0.06493506493506493,770,15
overall,MIXED,16.1,UTILITY,7,ヒール,50,28,22,0.56,0.32679738562091504,153,15
overall,MIXED,14.24,ALL,11,スマイト,50,25,25,0.5,0.2,250,15
overall,MIXED,14.24,JUNGLE,11,スマイト,50,25,25,0.5,1.0,50,15
overall,MIXED,14.24,BOTTOM,4,フラッシュ,50,25,25,0.5,1.0,50,15
overall,MIXED,15.9,UTILITY,14,イグナイト,49,27,22,0.5510204081632653,0.5697674418604651,86,15
overall,MIXED,14.24,MIDDLE,4,フラッシュ,49,25,24,0.5102040816326531,0.98,50,15
overall,MIXED,14.21,TOP,12,テレポート,49,24,25,0.4897959183673469,0.875,56,15
overall,MIXED,15.22,UTILITY,7,ヒール,49,24,25,0.4897959183673469,0.3712121212121212,132,15
overall,MIXED,14.22,TOP,4,フラッシュ,49,24,25,0.4897959183673469,0.8448275862068966,58,15
overall,MIXED,14.24,UTILITY,4,フラッシュ,49,24,25,0.4897959183673469,0.98,50,15
overall,MIXED,15.10,ALL,7,ヒール,49,23,26,0.46938775510204084,0.07101449275362319,690,15
overall,MIXED,16.5,UTILITY,7,ヒール,49,23,26,0.46938775510204084,0.30246913580246915,162,15
overall,MIXED,16.16,UTILITY,3,イグゾースト,49,22,27,0.4489795918367347,0.07357357357357357,666,15
overall,MIXED,15.9,MIDDLE,12,テレポート,49,22,27,0.4489795918367347,0.5697674418604651,86,15
overall,MIXED,15.24,TOP,6,ゴースト,48,27,21,0.5625,0.14035087719298245,342,15
overall,MIXED,15.4,ALL,21,バリア,48,25,23,0.5208333333333334,0.17777777777777778,270,15
overall,MIXED,14.22,ALL,14,イグナイト,48,23,25,0.4791666666666667,0.16551724137931034,290,15
overall,MIXED,15.4,TOP,12,テレポート,48,22,26,0.4583333333333333,0.8888888888888888,54,15
overall,MIXED,15.17,ALL,7,ヒール,48,22,26,0.4583333333333333,0.05925925925925926,810,15
overall,MIXED,14.21,TOP,4,フラッシュ,48,21,27,0.4375,0.8571428571428571,56,15
overall,MIXED,16.6,UTILITY,7,ヒール,47,26,21,0.5531914893617021,0.31125827814569534,151,15
overall,MIXED,15.4,BOTTOM,21,バリア,47,24,23,0.5106382978723404,0.8703703703703703,54,15
overall,MIXED,16.4,TOP,14,イグナイト,47,22,25,0.46808510638297873,0.44761904761904764,105,15
overall,MIXED,15.10,UTILITY,7,ヒール,47,22,25,0.46808510638297873,0.34057971014492755,138,15
overall,MIXED,16.14,UTILITY,3,イグゾースト,47,21,26,0.44680851063829785,0.06752873563218391,696,15
overall,MIXED,16.18,TOP,6,ゴースト,47,20,27,0.425531914893617,0.13988095238095238,336,15
overall,MIXED,16.4,TOP,12,テレポート,46,25,21,0.5434782608695652,0.4380952380952381,105,15
overall,MIXED,14.22,TOP,12,テレポート,46,24,22,0.5217391304347826,0.7931034482758621,58,15
overall,MIXED,14.21,MIDDLE,12,テレポート,46,23,23,0.5,0.8363636363636363,55,15
overall,MIXED,15.13,ALL,7,ヒール,46,22,24,0.4782608695652174,0.04791666666666667,960,15
overall,MIXED,16.3,ALL,6,ゴースト,46,20,26,0.43478260869565216,0.05227272727272727,880,15
overall,MIXED,16.18,BOTTOM,12,テレポート,46,16,30,0.34782608695652173,0.13690476190476192,336,15
overall,MIXED,16.13,ALL,1,クレンズ,46,15,31,0.32608695652173914,0.01398176291793313,3290,15
overall,MIXED,15.23,ALL,7,ヒール,45,26,19,0.5777777777777777,0.07758620689655173,580,15
overall,MIXED,14.24,TOP,12,テレポート,45,24,21,0.5333333333333333,0.9,50,15
overall,MIXED,14.21,ALL,14,イグナイト,45,22,23,0.4888888888888889,0.16071428571428573,280,15
overall,MIXED,14.24,JUNGLE,4,フラッシュ,45,22,23,0.4888888888888889,0.9,50,15
overall,MIXED,14.24,TOP,4,フラッシュ,45,22,23,0.4888888888888889,0.9,50,15
overall,MIXED,16.9,ALL,7,ヒール,44,27,17,0.6136363636363636,0.05569620253164557,790,15
overall,MIXED,16.5,MIDDLE,14,イグナイト,44,25,19,0.5681818181818182,0.2716049382716049,162,15
overall,MIXED,14.21,ALL,21,バリア,44,23,21,0.5227272727272727,0.15714285714285714,280,15
overall,MIXED,14.24,MIDDLE,12,テレポート,44,22,22,0.5,0.88,50,15
overall,MIXED,16.13,BOTTOM,1,クレンズ,44,15,29,0.3409090909090909,0.0668693009118541,658,15
overall,MIXED,15.2,ALL,7,ヒール,43,28,15,0.6511627906976745,0.09347826086956522,460,15
overall,MIXED,16.17,TOP,3,イグゾースト,43,24,19,0.5581395348837209,0.04265873015873016,1008,15
overall,MIXED,14.24,ALL,21,バリア,43,23,20,0.5348837209302325,0.172,250,15
overall,MIXED,14.24,BOTTOM,21,バリア,43,23,20,0.5348837209302325,0.86,50,15
overall,MIXED,15.4,MIDDLE,12,テレポート,43,21,22,0.4883720930232558,0.7962962962962963,54,15
overall,MIXED,15.17,UTILITY,7,ヒール,43,20,23,0.46511627906976744,0.2670807453416149,161,15
overall,MIXED,15.2,UTILITY,14,イグナイト,43,16,27,0.37209302325581395,0.4673913043478261,92,15
overall,MIXED,16.9,UTILITY,7,ヒール,42,27,15,0.6428571428571429,0.26582278481012656,158,15
overall,MIXED,14.23,ALL,11,スマイト,42,21,21,0.5,0.2,210,15
overall,MIXED,14.23,JUNGLE,11,スマイト,42,21,21,0.5,1.0,42,15
overall,MIXED,14.23,BOTTOM,4,フラッシュ,42,21,21,0.5,1.0,42,15
overall,MIXED,16.16,JUNGLE,6,ゴースト,42,20,22,0.47619047619047616,0.06306306306306306,666,15
overall,MIXED,15.13,UTILITY,7,ヒール,42,20,22,0.47619047619047616,0.21875,192,15
overall,MIXED,16.14,ALL,1,クレンズ,42,19,23,0.4523809523809524,0.01206896551724138,3480,15
overall,MIXED,14.24,ALL,14,イグナイト,42,18,24,0.42857142857142855,0.168,250,15
overall,MIXED,15.23,UTILITY,7,ヒール,41,23,18,0.5609756097560976,0.35344827586206895,116,15
overall,MIXED,14.23,JUNGLE,4,フラッシュ,41,21,20,0.5121951219512195,0.9761904761904762,42,15
overall,MIXED,15.4,TOP,4,フラッシュ,41,21,20,0.5121951219512195,0.7592592592592593,54,15
overall,MIXED,14.21,BOTTOM,21,バリア,41,20,21,0.4878048780487805,0.7321428571428571,56,15
overall,MIXED,14.23,MIDDLE,4,フラッシュ,41,20,21,0.4878048780487805,0.9761904761904762,42,15
overall,MIXED,14.23,UTILITY,4,フラッシュ,41,20,21,0.4878048780487805,0.9761904761904762,42,15
overall,MIXED,14.22,ALL,21,バリア,41,19,22,0.4634146341463415,0.1413793103448276,290,15
overall,MIXED,16.9,MIDDLE,14,イグナイト,41,18,23,0.43902439024390244,0.25949367088607594,158,15
overall,MIXED,15.19,ALL,6,ゴースト,41,18,23,0.43902439024390244,0.035652173913043476,1150,15
overall,MIXED,16.16,ALL,1,クレンズ,41,17,24,0.4146341463414634,0.012312312312312312,3330,15
overall,MIXED,16.16,BOTTOM,1,クレンズ,41,17,24,0.4146341463414634,0.06156156156156156,666,15
overall,MIXED,16.6,MIDDLE,14,イグナイト,41,16,25,0.3902439024390244,0.26973684210526316,152,15
overall,MIXED,14.23,ALL,14,イグナイト,40,16,24,0.4,0.19047619047619047,210,15
overall,MIXED,15.2,UTILITY,7,ヒール,39,25,14,0.6410256410256411,0.42391304347826086,92,15
overall,MIXED,16.1,MIDDLE,14,イグナイト,39,23,16,0.5897435897435898,0.2532467532467532,154,15
overall,MIXED,14.22,UTILITY,14,イグナイト,39,21,18,0.5384615384615384,0.6724137931034483,58,15
overall,MIXED,15.4,UTILITY,14,イグナイト,39,21,18,0.5384615384615384,0.7222222222222222,54,15
overall,MIXED,16.11,ALL,6,ゴースト,39,21,18,0.5384615384615384,0.03305084745762712,1180,15
overall,MIXED,16.4,MIDDLE,14,イグナイト,39,20,19,0.5128205128205128,0.36792452830188677,106,15
overall,MIXED,16.15,TOP,3,イグゾースト,39,19,20,0.48717948717948717,0.04721549636803874,826,15
overall,MIXED,16.3,MIDDLE,14,イグナイト,39,18,21,0.46153846153846156,0.2215909090909091,176,15
overall,MIXED,16.13,UTILITY,3,イグゾースト,39,15,24,0.38461538461538464,0.0593607305936073,657,15
overall,MIXED,16.15,ALL,1,クレンズ,39,15,24,0.38461538461538464,0.009443099273607748,4130,15
overall,MIXED,15.1,ALL,11,スマイト,38,19,19,0.5,0.2,190,15
overall,MIXED,15.1,JUNGLE,11,スマイト,38,19,19,0.5,1.0,38,15
overall,MIXED,15.1,BOTTOM,4,フラッシュ,38,19,19,0.5,1.0,38,15
overall,MIXED,16.18,UTILITY,3,イグゾースト,38,18,20,0.47368421052631576,0.1130952380952381,336,15
overall,MIXED,14.22,BOTTOM,21,バリア,38,18,20,0.47368421052631576,0.6551724137931034,58,15
overall,MIXED,16.14,BOTTOM,1,クレンズ,38,17,21,0.4473684210526316,0.05459770114942529,696,15
overall,MIXED,16.15,BOTTOM,1,クレンズ,38,15,23,0.39473684210526316,0.04600484261501211,826,15
overall,MIXED,14.23,MIDDLE,12,テレポート,37,20,17,0.5405405405405406,0.8809523809523809,42,15
overall,MIXED,14.23,TOP,12,テレポート,37,20,17,0.5405405405405406,0.8809523809523809,42,15
overall,MIXED,15.1,MIDDLE,4,フラッシュ,37,19,18,0.5135135135135135,1.0,37,15
overall,MIXED,16.7,MIDDLE,14,イグナイト,37,14,23,0.3783783783783784,0.24025974025974026,154,15
overall,MIXED,15.21,ALL,7,ヒール,36,22,14,0.6111111111111112,0.061016949152542375,590,15
overall,MIXED,15.1,UTILITY,4,フラッシュ,36,19,17,0.5277777777777778,0.9473684210526315,38,15
overall,MIXED,16.14,JUNGLE,6,ゴースト,36,18,18,0.5,0.05172413793103448,696,15
overall,MIXED,14.23,TOP,4,フラッシュ,36,17,19,0.4722222222222222,0.8571428571428571,42,15
overall,MIXED,16.8,MIDDLE,14,イグナイト,35,22,13,0.6285714285714286,0.25,140,15
overall,MIXED,15.19,ALL,1,クレンズ,35,21,14,0.6,0.030434782608695653,1150,15
overall,MIXED,16.1,TOP,14,イグナイト,35,20,15,0.5714285714285714,0.22727272727272727,154,15
overall,MIXED,15.20,ALL,7,ヒール,35,20,15,0.5714285714285714,0.05303030303030303,660,15
overall,MIXED,15.1,TOP,4,フラッシュ,35,18,17,0.5142857142857142,0.9210526315789473,38,15
overall,MIXED,15.13,ALL,6,ゴースト,35,17,18,0.4857142857142857,0.036458333333333336,960,15
overall,MIXED,16.12,ALL,6,ゴースト,35,17,18,0.4857142857142857,0.03932584269662921,890,15
overall,MIXED,15.19,BOTTOM,1,クレンズ,34,20,14,0.5882352941176471,0.14782608695652175,230,15
overall,MIXED,15.10,ALL,6,ゴースト,34,20,14,0.5882352941176471,0.04927536231884058,690,15
overall,MIXED,15.9,MIDDLE,14,イグナイト,34,18,16,0.5294117647058824,0.3953488372093023,86,15
overall,MIXED,15.1,MIDDLE,12,テレポート,34,18,16,0.5294117647058824,0.918918918918919,37,15
overall,MIXED,15.24,ALL,1,クレンズ,34,17,17,0.5,0.019883040935672516,1710,15
overall,MIXED,15.24,BOTTOM,1,クレンズ,34,17,17,0.5,0.09970674486803519,341,15
overall,MIXED,15.1,JUNGLE,4,フラッシュ,34,17,17,0.5,0.8947368421052632,38,15
overall,MIXED,15.11,ALL,7,ヒール,34,16,18,0.47058823529411764,0.06415094339622641,530,15
overall,MIXED,15.11,UTILITY,7,ヒール,34,16,18,0.47058823529411764,0.32075471698113206,106,15
overall,MIXED,15.8,ALL,7,ヒール,34,15,19,0.4411764705882353,0.052307692307692305,650,15
overall,MIXED,16.6,ALL,3,イグゾースト,33,19,14,0.5757575757575758,0.04342105263157895,760,15
overall,MIXED,16.10,ALL,6,ゴースト,33,18,15,0.5454545454545454,0.02972972972972973,1110,15
overall,MIXED,15.20,UTILITY,7,ヒール,33,18,15,0.5454545454545454,0.25,132,15
overall,MIXED,15.24,UTILITY,12,テレポート,33,17,16,0.5151515151515151,0.09649122807017543,342,15
overall,MIXED,15.1,ALL,21,バリア,33,17,16,0.5151515151515151,0.1736842105263158,190,15
overall,MIXED,15.16,ALL,7,ヒール,33,17,16,0.5151515151515151,0.06111111111111111,540,15
overall,MIXED,16.4,ALL,7,ヒール,33,17,16,0.5151515151515151,0.062264150943396226,530,15
overall,MIXED,16.1,ALL,6,ゴースト,33,16,17,0.48484848484848486,0.04285714285714286,770,15
overall,MIXED,15.1,TOP,12,テレポート,33,15,18,0.45454545454545453,0.868421052631579,38,15
overall,MIXED,15.5,ALL,12,テレポート,33,15,18,0.45454545454545453,0.33,100,15
overall,MIXED,15.8,UTILITY,7,ヒール,33,15,18,0.45454545454545453,0.25384615384615383,130,15
overall,MIXED,16.5,ALL,6,ゴースト,33,13,20,0.3939393939393939,0.040740740740740744,810,15
overall,MIXED,15.19,TOP,14,イグナイト,32,20,12,0.625,0.13973799126637554,229,15
overall,MIXED,16.4,UTILITY,7,ヒール,32,17,15,0.53125,0.3018867924528302,106,15
overall,MIXED,15.1,BOTTOM,21,バリア,32,16,16,0.5,0.8421052631578947,38,15
overall,MIXED,14.21,UTILITY,14,イグナイト,32,15,17,0.46875,0.5714285714285714,56,15
overall,MIXED,15.24,ALL,3,イグゾースト,32,13,19,0.40625,0.01871345029239766,1710,15
overall,MIXED,15.8,ALL,6,ゴースト,32,9,23,0.28125,0.04923076923076923,650,15
overall,MIXED,15.18,ALL,7,ヒール,31,19,12,0.6129032258064516,0.047692307692307694,650,15
overall,MIXED,15.21,UTILITY,7,ヒール,31,19,12,0.6129032258064516,0.2627118644067797,118,15
overall,MIXED,15.16,UTILITY,7,ヒール,31,16,15,0.5161290322580645,0.28703703703703703,108,15
overall,MIXED,16.2,ALL,6,ゴースト,31,15,16,0.4838709677419355,0.04366197183098591,710,15
overall,MIXED,15.24,TOP,14,イグナイト,31,12,19,0.3870967741935484,0.09064327485380116,342,15
overall,MIXED,15.13,MIDDLE,14,イグナイト,30,18,12,0.6,0.15706806282722513,191,15
overall,MIXED,16.2,MIDDLE,14,イグナイト,30,16,14,0.5333333333333333,0.2112676056338028,142,15
overall,MIXED,15.22,ALL,6,ゴースト,30,16,14,0.5333333333333333,0.045454545454545456,660,15
overall,MIXED,16.16,TOP,3,イグゾースト,30,14,16,0.4666666666666667,0.04504504504504504,666,15
overall,MIXED,14.24,UTILITY,14,イグナイト,30,14,16,0.4666666666666667,0.6,50,15
overall,MIXED,14.23,ALL,21,バリア,30,14,16,0.4666666666666667,0.14285714285714285,210,15
overall,MIXED,15.12,ALL,7,ヒール,30,13,17,0.43333333333333335,0.058823529411764705,510,15
overall,MIXED,16.6,ALL,6,ゴースト,30,12,18,0.4,0.039473684210526314,760,15
overall,MIXED,15.7,ALL,6,ゴースト,29,13,16,0.4482758620689655,0.06304347826086956,460,15
overall,MIXED,14.23,BOTTOM,21,バリア,29,13,16,0.4482758620689655,0.6904761904761905,42,15
overall,MIXED,15.10,MIDDLE,14,イグナイト,29,11,18,0.3793103448275862,0.21014492753623187,138,15
overall,MIXED,16.4,ALL,6,ゴースト,28,16,12,0.5714285714285714,0.052830188679245285,530,15
overall,MIXED,16.8,ALL,6,ゴースト,28,14,14,0.5,0.04,700,15
overall,MIXED,15.12,UTILITY,7,ヒール,28,13,15,0.4642857142857143,0.27450980392156865,102,15
overall,MIXED,15.18,UTILITY,7,ヒール,27,17,10,0.6296296296296297,0.2076923076923077,130,15
overall,MIXED,16.9,ALL,6,ゴースト,27,15,12,0.5555555555555556,0.03417721518987342,790,15
overall,MIXED,15.6,ALL,12,テレポート,27,14,13,0.5185185185185185,0.3375,80,15
overall,MIXED,14.23,UTILITY,14,イグナイト,27,13,14,0.48148148148148145,0.6428571428571429,42,15
overall,MIXED,14.19,ALL,6,ゴースト,27,13,14,0.48148148148148145,0.06428571428571428,420,15
overall,MIXED,15.19,TOP,6,ゴースト,27,13,14,0.48148148148148145,0.11790393013100436,229,15
overall,MIXED,14.19,ALL,7,ヒール,27,12,15,0.4444444444444444,0.06428571428571428,420,15
overall,MIXED,15.9,ALL,7,ヒール,26,12,14,0.46153846153846156,0.06046511627906977,430,15
overall,MIXED,15.9,UTILITY,7,ヒール,26,12,14,0.46153846153846156,0.3023255813953488,86,15
overall,MIXED,15.22,MIDDLE,14,イグナイト,26,11,15,0.4230769230769231,0.19696969696969696,132,15
overall,MIXED,16.17,BOTTOM,3,イグゾースト,25,15,10,0.6,0.0248015873015873,1008,15
overall,MIXED,15.3,ALL,6,ゴースト,25,14,11,0.56,0.06097560975609756,410,15
overall,MIXED,16.6,UTILITY,3,イグゾースト,25,13,12,0.52,0.16556291390728478,151,15
overall,MIXED,15.21,ALL,6,ゴースト,25,13,12,0.52,0.0423728813559322,590,15
overall,MIXED,16.18,JUNGLE,6,ゴースト,25,11,14,0.44,0.0744047619047619,336,15
overall,MIXED,16.10,ALL,1,クレンズ,25,10,15,0.4,0.02252252252252252,1110,15
overall,MIXED,14.19,UTILITY,7,ヒール,25,10,15,0.4,0.2976190476190476,84,15
overall,MIXED,14.20,ALL,7,ヒール,25,10,15,0.4,0.05434782608695652,460,15
overall,MIXED,14.20,UTILITY,7,ヒール,25,10,15,0.4,0.2717391304347826,92,15
overall,MIXED,15.5,ALL,14,イグナイト,24,15,9,0.625,0.24,100,15
overall,MIXED,16.17,MIDDLE,6,ゴースト,24,14,10,0.5833333333333334,0.023809523809523808,1008,15
overall,MIXED,15.13,TOP,6,ゴースト,24,13,11,0.5416666666666666,0.125,192,15
overall,MIXED,16.10,BOTTOM,1,クレンズ,24,10,14,0.4166666666666667,0.10810810810810811,222,15
overall,MIXED,15.1,ALL,14,イグナイト,24,9,15,0.375,0.12631578947368421,190,15
overall,MIXED,16.12,TOP,6,ゴースト,23,13,10,0.5652173913043478,0.12921348314606743,178,15
overall,MIXED,16.3,TOP,6,ゴースト,23,12,11,0.5217391304347826,0.13068181818181818,176,15
overall,MIXED,15.17,MIDDLE,14,イグナイト,23,11,12,0.4782608695652174,0.1419753086419753,162,15
overall,MIXED,15.19,MIDDLE,14,イグナイト,23,11,12,0.4782608695652174,0.1,230,15
overall,MIXED,16.5,ALL,1,クレンズ,23,11,12,0.4782608695652174,0.028395061728395062,810,15
overall,MIXED,16.2,TOP,6,ゴースト,23,11,12,0.4782608695652174,0.1619718309859155,142,15
overall,MIXED,15.12,ALL,6,ゴースト,23,10,13,0.43478260869565216,0.045098039215686274,510,15
