scope,observed_tier,patch,role,spell_id,spell_name,games,wins,losses,win_rate,pick_rate,pick_rate_denominator,min_games_applied
overall,MIXED,15.8,ALL,11,スマイト,131,65,66,0.4961832061068702,0.20153846153846153,650,15
overall,MIXED,15.20,BOTTOM,4,フラッシュ,131,65,66,0.4961832061068702,0.9924242424242424,132,15
overall,MIXED,15.22,MIDDLE,4,フラッシュ,131,65,66,0.4961832061068702,0.9924242424242424,132,15
overall,MIXED,16.2,TOP,4,フラッシュ,130,68,62,0.5230769230769231,0.9154929577464789,142,15
overall,MIXED,16.3,MIDDLE,12,テレポート,130,66,64,0.5076923076923077,0.7386363636363636,176,15
overall,MIXED,15.18,ALL,11,スマイト,130,65,65,0.5,0.2,650,15
overall,MIXED,15.18,JUNGLE,11,スマイト,130,65,65,0.5,1.0,130,15
overall,MIXED,15.8,JUNGLE,11,スマイト,130,65,65,0.5,1.0,130,15
overall,MIXED,15.18,BOTTOM,4,フラッシュ,130,65,65,0.5,1.0,130,15
overall,MIXED,15.20,JUNGLE,4,フラッシュ,130,65,65,0.5,0.9848484848484849,132,15
overall,MIXED,15.8,BOTTOM,4,フラッシュ,130,65,65,0.5,1.0,130,15
overall,MIXED,15.20,MIDDLE,4,フラッシュ,129,65,64,0.5038759689922481,0.9847328244274809,131,15
overall,MIXED,15.20,UTILITY,4,フラッシュ,129,65,64,0.5038759689922481,0.9772727272727273,132,15
overall,MIXED,15.22,UTILITY,4,フラッシュ,128,65,63,0.5078125,0.9696969696969697,132,15
overall,MIXED,15.8,MIDDLE,4,フラッシュ,128,65,63,0.5078125,0.9846153846153847,130,15
overall,MIXED,15.18,MIDDLE,4,フラッシュ,128,64,64,0.5,0.9846153846153847,130,15
overall,MIXED,15.18,JUNGLE,4,フラッシュ,127,64,63,0.5039370078740157,0.9769230769230769,130,15
overall,MIXED,16.1,ALL,21,バリア,127,63,64,0.49606299212598426,0.16493506493506493,770,15
overall,MIXED,16.7,ALL,21,バリア,127,63,64,0.49606299212598426,0.16493506493506493,770,15
overall,MIXED,16.9,ALL,21,バリア,127,63,64,0.49606299212598426,0.16075949367088607,790,15
overall,MIXED,16.17,TOP,6,ゴースト,127,56,71,0.4409448818897638,0.1259920634920635,1008,15
overall,MIXED,15.18,UTILITY,4,フラッシュ,126,64,62,0.5079365079365079,0.9692307692307692,130,15
overall,MIXED,15.20,TOP,4,フラッシュ,126,63,63,0.5,0.9545454545454546,132,15
overall,MIXED,16.8,TOP,4,フラッシュ,126,63,63,0.5,0.9,140,15
overall,MIXED,15.22,JUNGLE,4,フラッシュ,125,64,61,0.512,0.946969696969697,132,15
overall,MIXED,15.10,TOP,4,フラッシュ,125,63,62,0.504,0.9057971014492754,138,15
overall,MIXED,16.5,ALL,21,バリア,125,62,63,0.496,0.15432098765432098,810,15
overall,MIXED,16.1,BOTTOM,21,バリア,125,61,64,0.488,0.8116883116883117,154,15
overall,MIXED,16.9,BOTTOM,21,バリア,124,63,61,0.5080645161290323,0.7848101265822784,158,15
overall,MIXED,15.8,UTILITY,4,フラッシュ,124,62,62,0.5,0.9538461538461539,130,15
overall,MIXED,15.8,ALL,14,イグナイト,123,70,53,0.5691056910569106,0.18923076923076923,650,15
overall,MIXED,15.18,TOP,4,フラッシュ,123,62,61,0.5040650406504065,0.9461538461538461,130,15
overall,MIXED,16.18,MIDDLE,14,イグナイト,123,61,62,0.4959349593495935,0.36607142857142855,336,15
overall,MIXED,16.7,BOTTOM,21,バリア,123,60,63,0.4878048780487805,0.7987012987012987,154,15
overall,MIXED,15.18,ALL,14,イグナイト,123,59,64,0.4796747967479675,0.18923076923076923,650,15
overall,MIXED,15.8,JUNGLE,4,フラッシュ,122,62,60,0.5081967213114754,0.9384615384615385,130,15
overall,MIXED,15.9,ALL,12,テレポート,122,59,63,0.48360655737704916,0.2837209302325581,430,15
overall,MIXED,16.4,ALL,12,テレポート,121,61,60,0.5041322314049587,0.22830188679245284,530,15
overall,MIXED,16.5,BOTTOM,21,バリア,121,59,62,0.48760330578512395,0.7469135802469136,162,15
overall,MIXED,16.10,UTILITY,14,イグナイト,119,59,60,0.4957983193277311,0.536036036036036,222,15
overall,MIXED,15.10,JUNGLE,4,フラッシュ,119,57,62,0.4789915966386555,0.8623188405797102,138,15
overall,MIXED,15.8,TOP,4,フラッシュ,118,62,56,0.5254237288135594,0.9076923076923077,130,15
overall,MIXED,16.12,MIDDLE,12,テレポート,118,60,58,0.5084745762711864,0.6629213483146067,178,15
overall,MIXED,15.21,ALL,11,スマイト,118,59,59,0.5,0.2,590,15
overall,MIXED,15.21,JUNGLE,11,スマイト,118,59,59,0.5,1.0,118,15
overall,MIXED,15.22,TOP,4,フラッシュ,118,58,60,0.4915254237288136,0.8939393939393939,132,15
overall,MIXED,15.10,TOP,12,テレポート,118,57,61,0.4830508474576271,0.855072463768116,138,15
overall,MIXED,15.10,ALL,21,バリア,118,57,61,0.4830508474576271,0.17101449275362318,690,15
overall,MIXED,16.8,ALL,21,バリア,117,59,58,0.5042735042735043,0.16714285714285715,700,15
overall,MIXED,15.21,BOTTOM,4,フラッシュ,117,59,58,0.5042735042735043,1.0,117,15
overall,MIXED,15.21,UTILITY,4,フラッシュ,117,59,58,0.5042735042735043,0.9915254237288136,118,15
overall,MIXED,15.20,ALL,14,イグナイト,117,56,61,0.47863247863247865,0.17727272727272728,660,15
overall,MIXED,16.9,MIDDLE,12,テレポート,116,61,55,0.5258620689655172,0.7341772151898734,158,15
overall,MIXED,15.23,ALL,11,スマイト,116,58,58,0.5,0.2,580,15
overall,MIXED,15.23,JUNGLE,11,スマイト,116,58,58,0.5,1.0,116,15
overall,MIXED,15.23,BOTTOM,4,フラッシュ,116,58,58,0.5,1.0,116,15
overall,MIXED,15.10,BOTTOM,21,バリア,116,56,60,0.4827586206896552,0.8405797101449275,138,15
overall,MIXED,16.2,ALL,21,バリア,116,55,61,0.47413793103448276,0.16338028169014085,710,15
overall,MIXED,16.1,MIDDLE,12,テレポート,116,54,62,0.46551724137931033,0.7532467532467533,154,15
overall,MIXED,16.6,ALL,21,バリア,116,52,64,0.4482758620689655,0.15263157894736842,760,15
overall,MIXED,16.7,MIDDLE,12,テレポート,115,62,53,0.5391304347826087,0.7467532467532467,154,15
overall,MIXED,15.21,MIDDLE,4,フラッシュ,115,57,58,0.4956521739130435,0.9745762711864406,118,15
overall,MIXED,16.5,MIDDLE,12,テレポート,115,55,60,0.4782608695652174,0.7098765432098766,162,15
overall,MIXED,16.8,BOTTOM,21,バリア,114,58,56,0.5087719298245614,0.8142857142857143,140,15
overall,MIXED,15.23,MIDDLE,4,フラッシュ,114,58,56,0.5087719298245614,0.9827586206896551,116,15
overall,MIXED,16.12,UTILITY,14,イグナイト,114,56,58,0.49122807017543857,0.6404494382022472,178,15
overall,MIXED,15.21,JUNGLE,4,フラッシュ,113,59,54,0.5221238938053098,0.9576271186440678,118,15
overall,MIXED,15.23,UTILITY,4,フラッシュ,113,58,55,0.5132743362831859,0.9741379310344828,116,15
overall,MIXED,15.20,MIDDLE,12,テレポート,112,57,55,0.5089285714285714,0.8549618320610687,131,15
overall,MIXED,15.21,TOP,4,フラッシュ,112,57,55,0.5089285714285714,0.9491525423728814,118,15
overall,MIXED,15.18,TOP,12,テレポート,112,56,56,0.5,0.8615384615384616,130,15
overall,MIXED,15.23,JUNGLE,4,フラッシュ,112,56,56,0.5,0.9655172413793104,116,15
overall,MIXED,16.11,TOP,12,テレポート,112,55,57,0.49107142857142855,0.4745762711864407,236,15
overall,MIXED,15.20,TOP,12,テレポート,112,53,59,0.4732142857142857,0.8484848484848485,132,15
overall,MIXED,15.22,ALL,14,イグナイト,112,52,60,0.4642857142857143,0.1696969696969697,660,15
overall,MIXED,14.22,ALL,12,テレポート,111,57,54,0.5135135135135135,0.38275862068965516,290,15
overall,MIXED,15.18,ALL,21,バリア,111,56,55,0.5045045045045045,0.17076923076923076,650,15
overall,MIXED,16.2,BOTTOM,21,バリア,111,52,59,0.46846846846846846,0.7816901408450704,142,15
overall,MIXED,16.6,BOTTOM,21,バリア,111,49,62,0.44144144144144143,0.7302631578947368,152,15
overall,MIXED,16.18,ALL,7,ヒール,110,56,54,0.509090909090909,0.06547619047619048,1680,15
overall,MIXED,15.8,ALL,21,バリア,110,55,55,0.5,0.16923076923076924,650,15
overall,MIXED,15.8,BOTTOM,21,バリア,110,55,55,0.5,0.8461538461538461,130,15
overall,MIXED,15.18,MIDDLE,12,テレポート,110,53,57,0.4818181818181818,0.8461538461538461,130,15
overall,MIXED,15.21,ALL,14,イグナイト,110,47,63,0.42727272727272725,0.1864406779661017,590,15
overall,MIXED,16.11,TOP,14,イグナイト,109,59,50,0.5412844036697247,0.461864406779661,236,15
overall,MIXED,16.10,TOP,12,テレポート,109,57,52,0.5229357798165137,0.49099099099099097,222,15
overall,MIXED,15.8,TOP,12,テレポート,109,55,54,0.5045871559633027,0.8384615384615385,130,15
overall,MIXED,15.16,ALL,11,スマイト,108,54,54,0.5,0.2,540,15
overall,MIXED,15.16,JUNGLE,11,スマイト,108,54,54,0.5,1.0,108,15
overall,MIXED,16.2,MIDDLE,12,テレポート,108,54,54,0.5,0.7605633802816901,142,15
overall,MIXED,15.18,BOTTOM,21,バリア,108,54,54,0.5,0.8307692307692308,130,15
overall,MIXED,15.22,ALL,21,バリア,108,53,55,0.49074074074074076,0.16363636363636364,660,15
overall,MIXED,15.16,BOTTOM,4,フラッシュ,107,54,53,0.5046728971962616,1.0,107,15
overall,MIXED,16.1,TOP,12,テレポート,107,53,54,0.4953271028037383,0.6948051948051948,154,15
overall,MIXED,16.18,UTILITY,7,ヒール,107,53,54,0.4953271028037383,0.31845238095238093,336,15
overall,MIXED,15.17,UTILITY,14,イグナイト,106,58,48,0.5471698113207547,0.6583850931677019,161,15
overall,MIXED,14.21,ALL,12,テレポート,106,54,52,0.5094339622641509,0.37857142857142856,280,15
overall,MIXED,15.16,MIDDLE,4,フラッシュ,106,54,52,0.5094339622641509,0.9814814814814815,108,15
overall,MIXED,15.11,ALL,11,スマイト,106,53,53,0.5,0.2,530,15
overall,MIXED,15.11,JUNGLE,11,スマイト,106,53,53,0.5,1.0,106,15
overall,MIXED,16.4,ALL,11,スマイト,106,53,53,0.5,0.2,530,15
overall,MIXED,16.4,JUNGLE,11,スマイト,106,53,53,0.5,1.0,106,15
overall,MIXED,15.11,BOTTOM,4,フラッシュ,106,53,53,0.5,1.0,106,15
overall,MIXED,15.23,TOP,4,フラッシュ,106,53,53,0.5,0.9137931034482759,116,15
overall,MIXED,16.4,BOTTOM,4,フラッシュ,106,53,53,0.5,1.0,106,15
overall,MIXED,15.8,MIDDLE,12,テレポート,106,50,56,0.4716981132075472,0.8153846153846154,130,15
overall,MIXED,16.17,BOTTOM,12,テレポート,106,49,57,0.46226415094339623,0.10515873015873016,1008,15
overall,MIXED,16.6,MIDDLE,12,テレポート,105,55,50,0.5238095238095238,0.6907894736842105,152,15
overall,MIXED,16.4,MIDDLE,4,フラッシュ,105,53,52,0.5047619047619047,0.9905660377358491,106,15
overall,MIXED,15.11,MIDDLE,4,フラッシュ,105,52,53,0.49523809523809526,0.9905660377358491,106,15
overall,MIXED,15.10,MIDDLE,12,テレポート,104,54,50,0.5192307692307693,0.7536231884057971,138,15
overall,MIXED,15.22,MIDDLE,12,テレポート,104,54,50,0.5192307692307693,0.7878787878787878,132,15
overall,MIXED,16.3,UTILITY,14,イグナイト,104,53,51,0.5096153846153846,0.5909090909090909,176,15
overall,MIXED,15.22,TOP,12,テレポート,104,51,53,0.49038461538461536,0.7878787878787878,132,15
overall,MIXED,15.16,UTILITY,4,フラッシュ,104,51,53,0.49038461538461536,0.9629629629629629,108,15
overall,MIXED,15.11,UTILITY,4,フラッシュ,103,53,50,0.5145631067961165,0.9716981132075472,106,15
overall,MIXED,15.22,BOTTOM,21,バリア,103,51,52,0.49514563106796117,0.7803030303030303,132,15
overall,MIXED,16.8,MIDDLE,12,テレポート,103,48,55,0.46601941747572817,0.7357142857142858,140,15
overall,MIXED,15.11,ALL,14,イグナイト,102,55,47,0.5392156862745098,0.19245283018867926,530,15
overall,MIXED,15.21,MIDDLE,12,テレポート,102,54,48,0.5294117647058824,0.864406779661017,118,15
overall,MIXED,15.16,ALL,21,バリア,102,52,50,0.5098039215686274,0.18888888888888888,540,15
overall,MIXED,15.12,ALL,11,スマイト,102,51,51,0.5,0.2,510,15
overall,MIXED,15.12,JUNGLE,11,スマイト,102,51,51,0.5,1.0,102,15
overall,MIXED,15.12,MIDDLE,4,フラッシュ,102,51,51,0.5,1.0,102,15
overall,MIXED,15.12,UTILITY,4,フラッシュ,102,51,51,0.5,1.0,102,15
overall,MIXED,15.23,MIDDLE,12,テレポート,102,50,52,0.49019607843137253,0.8793103448275862,116,15
overall,MIXED,15.16,JUNGLE,4,フラッシュ,102,50,52,0.49019607843137253,0.9444444444444444,108,15
overall,MIXED,16.16,ALL,3,イグゾースト,102,45,57,0.4411764705882353,0.03063063063063063,3330,15
overall,MIXED,16.17,UTILITY,3,イグゾースト,102,42,60,0.4117647058823529,0.10119047619047619,1008,15
overall,MIXED,15.20,ALL,21,バリア,101,53,48,0.5247524752475248,0.15303030303030302,660,15
overall,MIXED,15.16,TOP,4,フラッシュ,101,53,48,0.5247524752475248,0.9351851851851852,108,15
overall,MIXED,15.12,BOTTOM,4,フラッシュ,101,51,50,0.504950495049505,1.0,101,15
overall,MIXED,16.4,TOP,4,フラッシュ,101,50,51,0.49504950495049505,0.9619047619047619,105,15
overall,MIXED,15.11,TOP,4,フラッシュ,100,51,49,0.51,0.9433962264150944,106,15
overall,MIXED,15.23,ALL,21,バリア,100,50,50,0.5,0.1724137931034483,580,15
overall,MIXED,16.4,JUNGLE,4,フラッシュ,100,50,50,0.5,0.9433962264150944,106,15
overall,MIXED,16.4,UTILITY,4,フラッシュ,100,49,51,0.49,0.9433962264150944,106,15
overall,MIXED,15.12,ALL,14,イグナイト,99,50,49,0.5050505050505051,0.19411764705882353,510,15
overall,MIXED,16.9,UTILITY,14,イグナイト,99,45,54,0.45454545454545453,0.6265822784810127,158,15
overall,MIXED,14.24,ALL,12,テレポート,98,51,47,0.5204081632653061,0.392,250,15
overall,MIXED,15.11,JUNGLE,4,フラッシュ,98,49,49,0.5,0.9245283018867925,106,15
overall,MIXED,16.10,TOP,14,イグナイト,98,47,51,0.47959183673469385,0.44144144144144143,222,15
overall,MIXED,15.16,BOTTOM,21,バリア,97,50,47,0.5154639175257731,0.9065420560747663,107,15
overall,MIXED,15.20,BOTTOM,21,バリア,97,50,47,0.5154639175257731,0.7348484848484849,132,15
overall,MIXED,15.23,TOP,12,テレポート,97,48,49,0.4948453608247423,0.8362068965517241,116,15
overall,MIXED,15.7,ALL,14,イグナイト,97,47,50,0.4845360824742268,0.2108695652173913,460,15
overall,MIXED,15.9,ALL,14,イグナイト,96,54,42,0.5625,0.22325581395348837,430,15
overall,MIXED,15.16,ALL,14,イグナイト,96,52,44,0.5416666666666666,0.17777777777777778,540,15
overall,MIXED,16.10,ALL,7,ヒール,96,51,45,0.53125,0.08648648648648649,1110,15
overall,MIXED,14.20,ALL,11,スマイト,96,48,48,0.5,0.20869565217391303,460,15
overall,MIXED,16.5,UTILITY,14,イグナイト,96,47,49,0.4895833333333333,0.5925925925925926,162,15
overall,MIXED,15.4,ALL,12,テレポート,96,45,51,0.46875,0.35555555555555557,270,15
overall,MIXED,15.12,JUNGLE,4,フラッシュ,95,49,46,0.5157894736842106,0.9313725490196079,102,15
overall,MIXED,15.23,BOTTOM,21,バリア,95,47,48,0.49473684210526314,0.8189655172413793,116,15
overall,MIXED,16.18,ALL,6,ゴースト,95,45,50,0.47368421052631576,0.05654761904761905,1680,15
overall,MIXED,16.16,TOP,6,ゴースト,94,46,48,0.48936170212765956,0.14114114114114115,666,15
overall,MIXED,15.11,ALL,21,バリア,93,49,44,0.5268817204301075,0.17547169811320754,530,15
overall,MIXED,16.1,UTILITY,14,イグナイト,93,47,46,0.5053763440860215,0.6078431372549019,153,15
overall,MIXED,15.2,ALL,11,スマイト,93,46,47,0.4946236559139785,0.20217391304347826,460,15
overall,MIXED,15.18,UTILITY,14,イグナイト,93,43,50,0.46236559139784944,0.7153846153846154,130,15
overall,MIXED,14.20,JUNGLE,11,スマイト,92,46,46,0.5,1.0,92,15
overall,MIXED,15.14,ALL,11,スマイト,92,46,46,0.5,0.2,460,15
overall,MIXED,15.14,JUNGLE,11,スマイト,92,46,46,0.5,1.0,92,15
overall,MIXED,15.2,JUNGLE,11,スマイト,92,46,46,0.5,1.0,92,15
overall,MIXED,15.7,ALL,11,スマイト,92,46,46,0.5,0.2,460,15
overall,MIXED,15.7,JUNGLE,11,スマイト,92,46,46,0.5,1.0,92,15
overall,MIXED,14.20,BOTTOM,4,フラッシュ,92,46,46,0.5,1.0,92,15
overall,MIXED,14.20,MIDDLE,4,フラッシュ,92,46,46,0.5,1.0,92,15
overall,MIXED,15.14,BOTTOM,4,フラッシュ,92,46,46,0.5,1.0,92,15
overall,MIXED,15.14,MIDDLE,4,フラッシュ,92,46,46,0.5,1.0,92,15
overall,MIXED,15.14,UTILITY,4,フラッシュ,92,46,46,0.5,1.0,92,15
overall,MIXED,15.2,BOTTOM,4,フラッシュ,92,46,46,0.5,1.0,92,15
overall,MIXED,15.2,MIDDLE,4,フラッシュ,92,46,46,0.5,1.0,92,15
overall,MIXED,15.7,BOTTOM,4,フラッシュ,92,46,46,0.5,1.0,92,15
overall,MIXED,15.5,ALL,4,フラッシュ,92,45,47,0.4891304347826087,0.92,100,15
overall,MIXED,15.11,TOP,12,テレポート,92,44,48,0.4782608695652174,0.8679245283018868,106,15
overall,MIXED,15.21,ALL,21,バリア,92,44,48,0.4782608695652174,0.15593220338983052,590,15
overall,MIXED,15.21,TOP,12,テレポート,92,43,49,0.4673913043478261,0.7796610169491526,118,15
overall,MIXED,16.10,UTILITY,7,ヒール,91,48,43,0.5274725274725275,0.4099099099099099,222,15
overall,MIXED,15.14,ALL,14,イグナイト,91,47,44,0.5164835164835165,0.19782608695652174,460,15
overall,MIXED,15.2,UTILITY,4,フラッシュ,91,45,46,0.4945054945054945,0.9891304347826086,92,15
overall,MIXED,15.21,BOTTOM,21,バリア,91,44,47,0.4835164835164835,0.7777777777777778,117,15
overall,MIXED,15.12,MIDDLE,12,テレポート,91,43,48,0.4725274725274725,0.8921568627450981,102,15
overall,MIXED,15.7,MIDDLE,4,フラッシュ,90,45,45,0.5,0.9782608695652174,92,15
overall,MIXED,14.20,UTILITY,4,フラッシュ,90,44,46,0.4888888888888889,0.9782608695652174,92,15
overall,MIXED,15.7,UTILITY,4,フラッシュ,90,44,46,0.4888888888888889,0.9782608695652174,92,15
overall,MIXED,16.15,TOP,6,ゴースト,90,38,52,0.4222222222222222,0.1089588377723971,826,15
overall,MIXED,15.11,BOTTOM,21,バリア,89,47,42,0.5280898876404494,0.839622641509434,106,15
overall,MIXED,15.16,TOP,12,テレポート,89,44,45,0.4943820224719101,0.8240740740740741,108,15
overall,MIXED,15.23,ALL,14,イグナイト,89,41,48,0.4606741573033708,0.15344827586206897,580,15
overall,MIXED,15.16,MIDDLE,12,テレポート,89,41,48,0.4606741573033708,0.8240740740740741,108,15
overall,MIXED,16.14,ALL,3,イグゾースト,89,39,50,0.43820224719101125,0.025574712643678162,3480,15
overall,MIXED,14.20,JUNGLE,4,フラッシュ,88,44,44,0.5,0.9565217391304348,92,15
overall,MIXED,15.12,TOP,4,フラッシュ,88,44,44,0.5,0.8627450980392157,102,15
overall,MIXED,15.14,JUNGLE,4,フラッシュ,88,44,44,0.5,0.9565217391304348,92,15
overall,MIXED,16.7,TOP,12,テレポート,88,43,45,0.48863636363636365,0.5714285714285714,154,15
overall,MIXED,15.12,ALL,21,バリア,87,44,43,0.5057471264367817,0.17058823529411765,510,15
overall,MIXED,15.8,UTILITY,14,イグナイト,86,47,39,0.5465116279069767,0.6615384615384615,130,15
overall,MIXED,15.2,JUNGLE,4,フラッシュ,86,44,42,0.5116279069767442,0.9347826086956522,92,15
overall,MIXED,15.9,ALL,11,スマイト,86,43,43,0.5,0.2,430,15
overall,MIXED,15.9,JUNGLE,11,スマイト,86,43,43,0.5,1.0,86,15
overall,MIXED,16.4,ALL,21,バリア,86,43,43,0.5,0.16226415094339622,530,15
overall,MIXED,15.9,BOTTOM,4,フラッシュ,86,43,43,0.5,1.0,86,15
overall,MIXED,16.7,UTILITY,14,イグナイト,86,39,47,0.45348837209302323,0.5584415584415584,154,15
overall,MIXED,16.4,BOTTOM,21,バリア,85,43,42,0.5058823529411764,0.8018867924528302,106,15
overall,MIXED,15.9,UTILITY,4,フラッシュ,85,43,42,0.5058823529411764,0.9883720930232558,86,15
overall,MIXED,16.12,TOP,14,イグナイト,84,45,39,0.5357142857142857,0.47191011235955055,178,15
overall,MIXED,15.12,BOTTOM,21,バリア,84,43,41,0.5119047619047619,0.8316831683168316,101,15
overall,MIXED,15.9,MIDDLE,4,フラッシュ,84,43,41,0.5119047619047619,0.9767441860465116,86,15
overall,MIXED,14.19,ALL,11,スマイト,84,42,42,0.5,0.2,420,15
overall,MIXED,14.19,JUNGLE,11,スマイト,84,42,42,0.5,1.0,84,15
overall,MIXED,15.14,TOP,12,テレポート,84,42,42,0.5,0.9130434782608695,92,15
overall,MIXED,14.19,BOTTOM,4,フラッシュ,84,42,42,0.5,1.0,84,15
overall,MIXED,15.3,ALL,14,イグナイト,84,39,45,0.4642857142857143,0.2048780487804878,410,15
overall,MIXED,14.20,ALL,14,イグナイト,83,44,39,0.5301204819277109,0.18043478260869567,460,15
overall,MIXED,14.19,UTILITY,4,フラッシュ,83,42,41,0.5060240963855421,0.9880952380952381,84,15
overall,MIXED,14.19,MIDDLE,4,フラッシュ,83,41,42,0.4939759036144578,0.9880952380952381,84,15
overall,MIXED,16.3,TOP,12,テレポート,83,40,43,0.4819277108433735,0.4715909090909091,176,15
overall,MIXED,15.11,MIDDLE,12,テレポート,83,38,45,0.4578313253012048,0.7830188679245284,106,15
overall,MIXED,15.10,UTILITY,14,イグナイト,82,43,39,0.524390243902439,0.5942028985507246,138,15
overall,MIXED,15.14,TOP,4,フラッシュ,82,43,39,0.524390243902439,0.8913043478260869,92,15
overall,MIXED,15.7,ALL,21,バリア,82,42,40,0.5121951219512195,0.1782608695652174,460,15
overall,MIXED,15.7,BOTTOM,21,バリア,82,42,40,0.5121951219512195,0.8913043478260869,92,15
overall,MIXED,15.15,ALL,11,スマイト,82,41,41,0.5,0.2,410,15
overall,MIXED,15.15,JUNGLE,11,スマイト,82,41,41,0.5,1.0,82,15
overall,MIXED,15.3,ALL,11,スマイト,82,41,41,0.5,0.2,410,15
overall,MIXED,15.3,JUNGLE,11,スマイト,82,41,41,0.5,1.0,82,15
overall,MIXED,15.15,BOTTOM,4,フラッシュ,82,41,41,0.5,1.0,82,15
overall,MIXED,15.15,UTILITY,4,フラッシュ,82,41,41,0.5,1.0,82,15
overall,MIXED,15.3,UTILITY,4,フラッシュ,82,41,41,0.5,1.0,82,15
overall,MIXED,15.7,JUNGLE,4,フラッシュ,82,40,42,0.4878048780487805,0.8913043478260869,92,15
overall,MIXED,15.20,UTILITY,14,イグナイト,82,39,43,0.47560975609756095,0.6212121212121212,132,15
overall,MIXED,15.12,TOP,12,テレポート,81,44,37,0.5432098765432098,0.7941176470588235,102,15
overall,MIXED,15.2,TOP,12,テレポート,81,44,37,0.5432098765432098,0.8804347826086957,92,15
overall,MIXED,15.3,BOTTOM,4,フラッシュ,81,41,40,0.5061728395061729,0.9878048780487805,82,15
overall,MIXED,15.7,TOP,4,フラッシュ,81,41,40,0.5061728395061729,0.8804347826086957,92,15
overall,MIXED,15.15,MIDDLE,4,フラッシュ,81,40,41,0.49382716049382713,0.9878048780487805,82,15
overall,MIXED,15.3,MIDDLE,4,フラッシュ,81,40,41,0.49382716049382713,0.9878048780487805,82,15
overall,MIXED,14.19,MIDDLE,12,テレポート,81,39,42,0.48148148148148145,0.9642857142857143,84,15
overall,MIXED,15.9,TOP,4,フラッシュ,81,39,42,0.48148148148148145,0.9418604651162791,86,15
overall,MIXED,14.20,TOP,4,フラッシュ,81,37,44,0.4567901234567901,0.8804347826086957,92,15
overall,MIXED,14.23,ALL,12,テレポート,80,45,35,0.5625,0.38095238095238093,210,15
overall,MIXED,16.5,TOP,14,イグナイト,80,44,36,0.55,0.49382716049382713,162,15
overall,MIXED,15.1,ALL,12,テレポート,80,43,37,0.5375,0.42105263157894735,190,15
overall,MIXED,16.2,UTILITY,14,イグナイト,80,40,40,0.5,0.5633802816901409,142,15
overall,MIXED,15.9,JUNGLE,4,フラッシュ,80,39,41,0.4875,0.9302325581395349,86,15
overall,MIXED,15.24,ALL,7,ヒール,79,48,31,0.6075949367088608,0.046198830409356725,1710,15
overall,MIXED,14.20,TOP,12,テレポート,79,41,38,0.5189873417721519,0.8586956521739131,92,15
overall,MIXED,15.2,MIDDLE,12,テレポート,79,39,40,0.4936708860759494,0.8586956521739131,92,15
overall,MIXED,15.2,TOP,4,フラッシュ,79,39,40,0.4936708860759494,0.8586956521739131,92,15
overall,MIXED,15.6,ALL,4,フラッシュ,79,39,40,0.4936708860759494,0.9875,80,15
overall,MIXED,15.15,ALL,21,バリア,79,38,41,0.4810126582278481,0.1926829268292683,410,15
overall,MIXED,15.2,ALL,21,バリア,79,37,42,0.46835443037974683,0.17173913043478262,460,15
overall,MIXED,15.15,JUNGLE,4,フラッシュ,78,40,38,0.5128205128205128,0.9512195121951219,82,15
overall,MIXED,14.20,MIDDLE,12,テレポート,78,39,39,0.5,0.8478260869565217,92,15
overall,MIXED,16.9,TOP,12,テレポート,78,39,39,0.5,0.4936708860759494,158,15
overall,MIXED,15.15,BOTTOM,21,バリア,78,38,40,0.48717948717948717,0.9512195121951219,82,15
overall,MIXED,15.14,ALL,21,バリア,78,37,41,0.47435897435897434,0.16956521739130434,460,15
overall,MIXED,16.13,ALL,3,イグゾースト,78,30,48,0.38461538461538464,0.02370820668693009,3290,15
overall,MIXED,16.6,TOP,14,イグナイト,77,38,39,0.4935064935064935,0.506578947368421,152,15
overall,MIXED,15.14,BOTTOM,21,バリア,77,36,41,0.4675324675324675,0.8369565217391305,92,15
overall,MIXED,15.21,UTILITY,14,イグナイト,77,34,43,0.44155844155844154,0.652542372881356,118,15
overall,MIXED,16.13,BOTTOM,12,テレポート,76,39,37,0.5131578947368421,0.11550151975683891,658,15
overall,MIXED,15.15,TOP,4,フラッシュ,76,38,38,0.5,0.926829268292683,82,15
overall,MIXED,15.3,JUNGLE,4,フラッシュ,76,38,38,0.5,0.926829268292683,82,15
overall,MIXED,16.18,ALL,3,イグゾースト,76,36,40,0.47368421052631576,0.04523809523809524,1680,15
overall,MIXED,15.14,MIDDLE,12,テレポート,76,35,41,0.4605263157894737,0.8260869565217391,92,15
overall,MIXED,15.2,BOTTOM,21,バリア,76,35,41,0.4605263157894737,0.8260869565217391,92,15
overall,MIXED,16.6,UTILITY,14,イグナイト,76,34,42,0.4473684210526316,0.5033112582781457,151,15
overall,MIXED,15.24,UTILITY,7,ヒール,75,46,29,0.6133333333333333,0.21929824561403508,342,15
overall,MIXED,16.8,TOP,12,テレポート,75,39,36,0.52,0.5357142857142857,140,15
overall,MIXED,14.19,JUNGLE,4,フラッシュ,75,38,37,0.5066666666666667,0.8928571428571429,84,15
overall,MIXED,16.11,ALL,7,ヒール,74,42,32,0.5675675675675675,0.06271186440677966,1180,15
overall,MIXED,16.8,UTILITY,14,イグナイト,74,41,33,0.5540540540540541,0.5285714285714286,140,15
overall,MIXED,14.19,TOP,12,テレポート,74,40,34,0.5405405405405406,0.8809523809523809,84,15
