scope,observed_tier,patch,role,rune_kind,rune_id,rune_name,games,wins,losses,win_rate,pick_rate,pick_rate_denominator,min_games_applied
overall,MIXED,16.6,JUNGLE,rune,9104,レジェンド: 迅速,83,39,44,0.46987951807228917,0.5460526315789473,152,15
overall,MIXED,15.12,ALL,rune,8237,追火,83,39,44,0.46987951807228917,0.1627450980392157,510,15
overall,MIXED,16.5,ALL,rune,8143,サドンインパクト,83,38,45,0.4578313253012048,0.10246913580246914,810,15
overall,MIXED,15.18,BOTTOM,rune,8009,冷静沈着,83,38,45,0.4578313253012048,0.6384615384615384,130,15
overall,MIXED,16.4,ALL,keystone,8229,秘儀の彗星,83,38,45,0.4578313253012048,0.15660377358490565,530,15
overall,MIXED,15.10,MIDDLE,shard,5005,UNKNOWN(5005),83,35,48,0.42168674698795183,0.6014492753623188,138,15
overall,MIXED,16.8,MIDDLE,rune,8210,至高,83,35,48,0.42168674698795183,0.5928571428571429,140,15
overall,MIXED,16.15,BOTTOM,keystone,8005,プレスアタック,83,34,49,0.40963855421686746,0.10048426150121065,826,15
overall,MIXED,16.18,TOP,keystone,8437,不死者の握撃,83,34,49,0.40963855421686746,0.24702380952380953,336,15
overall,MIXED,16.14,TOP,rune,8275,ニンバスクローク,82,48,34,0.5853658536585366,0.11781609195402298,696,15
overall,MIXED,16.6,ALL,rune,8444,息継ぎ,82,48,34,0.5853658536585366,0.10789473684210527,760,15
overall,MIXED,16.10,TOP,rune,8451,超成長,82,47,35,0.573170731707317,0.36936936936936937,222,15
overall,MIXED,16.14,JUNGLE,keystone,8005,プレスアタック,82,46,36,0.5609756097560976,0.11781609195402298,696,15
overall,MIXED,16.3,BOTTOM,keystone,8008,リーサルテンポ,82,46,36,0.5609756097560976,0.4659090909090909,176,15
overall,MIXED,16.7,TOP,rune,8299,背水の陣,82,46,36,0.5609756097560976,0.5324675324675324,154,15
overall,MIXED,15.13,UTILITY,rune,8347,宇宙の英知,82,44,38,0.5365853658536586,0.4270833333333333,192,15
overall,MIXED,16.11,MIDDLE,keystone,8112,電撃,82,44,38,0.5365853658536586,0.3474576271186441,236,15
overall,MIXED,15.9,ALL,rune,8473,ボーンアーマー,82,43,39,0.524390243902439,0.19069767441860466,430,15
overall,MIXED,16.1,JUNGLE,rune,9104,レジェンド: 迅速,82,43,39,0.524390243902439,0.5324675324675324,154,15
overall,MIXED,15.24,UTILITY,rune,8106,至極の賞金首狩り,82,43,39,0.524390243902439,0.23976608187134502,342,15
overall,MIXED,15.9,JUNGLE,shard,5001,UNKNOWN(5001),82,42,40,0.5121951219512195,0.9534883720930233,86,15
overall,MIXED,16.17,TOP,rune,9101,体力吸収,82,42,40,0.5121951219512195,0.08134920634920635,1008,15
overall,MIXED,16.5,TOP,rune,9111,凱旋,82,42,40,0.5121951219512195,0.5061728395061729,162,15
overall,MIXED,15.2,ALL,rune,8304,魔法の靴,82,42,40,0.5121951219512195,0.1782608695652174,460,15
overall,MIXED,15.15,BOTTOM,shard,5008,UNKNOWN(5008),82,41,41,0.5,1.0,82,15
overall,MIXED,15.8,ALL,rune,8140,グリスリー メメント,82,41,41,0.5,0.12615384615384614,650,15
overall,MIXED,15.18,BOTTOM,keystone,8008,リーサルテンポ,82,41,41,0.5,0.6307692307692307,130,15
overall,MIXED,16.18,JUNGLE,rune,8299,背水の陣,82,41,41,0.5,0.24404761904761904,336,15
overall,MIXED,14.19,MIDDLE,shard,5008,UNKNOWN(5008),82,40,42,0.4878048780487805,0.9761904761904762,84,15
overall,MIXED,15.20,ALL,rune,8017,切り崩し,82,40,42,0.4878048780487805,0.12424242424242424,660,15
overall,MIXED,16.9,JUNGLE,rune,8347,宇宙の英知,82,40,42,0.4878048780487805,0.5189873417721519,158,15
overall,MIXED,15.19,UTILITY,keystone,8439,アフターショック,82,39,43,0.47560975609756095,0.3565217391304348,230,15
overall,MIXED,16.11,UTILITY,rune,8345,ビスケットデリバリー,82,39,43,0.47560975609756095,0.3474576271186441,236,15
overall,MIXED,15.24,ALL,rune,8429,心身調整,82,39,43,0.47560975609756095,0.047953216374269005,1710,15
overall,MIXED,16.9,ALL,rune,8321,キャッシュバック,82,38,44,0.4634146341463415,0.10379746835443038,790,15
overall,MIXED,16.14,MIDDLE,rune,8014,最期の慈悲,82,38,44,0.4634146341463415,0.11781609195402298,696,15
overall,MIXED,15.18,ALL,rune,8444,息継ぎ,82,34,48,0.4146341463414634,0.12615384615384614,650,15
overall,MIXED,16.6,ALL,rune,8143,サドンインパクト,82,33,49,0.4024390243902439,0.10789473684210527,760,15
overall,MIXED,15.18,ALL,rune,8106,至極の賞金首狩り,81,49,32,0.6049382716049383,0.12461538461538461,650,15
overall,MIXED,15.7,ALL,rune,8473,ボーンアーマー,81,46,35,0.5679012345679012,0.17608695652173914,460,15
overall,MIXED,16.8,ALL,rune,8444,息継ぎ,81,46,35,0.5679012345679012,0.11571428571428571,700,15
overall,MIXED,16.17,JUNGLE,rune,8429,心身調整,81,45,36,0.5555555555555556,0.08035714285714286,1008,15
overall,MIXED,16.18,ALL,shard,5010,UNKNOWN(5010),81,44,37,0.5432098765432098,0.048214285714285716,1680,15
overall,MIXED,16.3,ALL,rune,8143,サドンインパクト,81,44,37,0.5432098765432098,0.09204545454545454,880,15
overall,MIXED,16.11,UTILITY,rune,8237,追火,81,44,37,0.5432098765432098,0.3432203389830508,236,15
overall,MIXED,15.12,TOP,shard,5008,UNKNOWN(5008),81,43,38,0.5308641975308642,0.7941176470588235,102,15
overall,MIXED,16.9,BOTTOM,rune,8009,冷静沈着,81,43,38,0.5308641975308642,0.5126582278481012,158,15
overall,MIXED,15.19,UTILITY,rune,8226,マナフローバンド,81,42,39,0.5185185185185185,0.3521739130434783,230,15
overall,MIXED,15.17,BOTTOM,shard,5011,UNKNOWN(5011),81,41,40,0.5061728395061729,0.5,162,15
overall,MIXED,15.19,BOTTOM,rune,9104,レジェンド: 迅速,81,41,40,0.5061728395061729,0.3521739130434783,230,15
overall,MIXED,16.9,ALL,rune,8444,息継ぎ,81,41,40,0.5061728395061729,0.10253164556962026,790,15
overall,MIXED,16.18,ALL,rune,8446,打ちこわし,81,41,40,0.5061728395061729,0.048214285714285716,1680,15
overall,MIXED,15.15,JUNGLE,shard,5001,UNKNOWN(5001),81,40,41,0.49382716049382713,0.9878048780487805,82,15
overall,MIXED,15.17,BOTTOM,shard,5001,UNKNOWN(5001),81,40,41,0.49382716049382713,0.5,162,15
overall,MIXED,16.12,BOTTOM,shard,5001,UNKNOWN(5001),81,40,41,0.49382716049382713,0.4576271186440678,177,15
overall,MIXED,15.20,TOP,shard,5005,UNKNOWN(5005),81,40,41,0.49382716049382713,0.6136363636363636,132,15
overall,MIXED,15.9,JUNGLE,shard,5008,UNKNOWN(5008),81,40,41,0.49382716049382713,0.9418604651162791,86,15
overall,MIXED,15.22,ALL,rune,8236,強まる嵐,81,40,41,0.49382716049382713,0.12272727272727273,660,15
overall,MIXED,14.19,ALL,keystone,8010,征服者,81,40,41,0.49382716049382713,0.19285714285714287,420,15
overall,MIXED,16.7,JUNGLE,keystone,8010,征服者,81,40,41,0.49382716049382713,0.525974025974026,154,15
overall,MIXED,15.8,ALL,rune,8106,至極の賞金首狩り,81,40,41,0.49382716049382713,0.12461538461538461,650,15
overall,MIXED,16.18,BOTTOM,rune,8304,魔法の靴,81,40,41,0.49382716049382713,0.24107142857142858,336,15
overall,MIXED,16.6,BOTTOM,rune,9103,レジェンド: 血脈,81,39,42,0.48148148148148145,0.5328947368421053,152,15
overall,MIXED,16.1,MIDDLE,rune,8210,至高,81,39,42,0.48148148148148145,0.525974025974026,154,15
overall,MIXED,15.7,UTILITY,shard,5001,UNKNOWN(5001),81,38,43,0.4691358024691358,0.8804347826086957,92,15
overall,MIXED,16.12,UTILITY,rune,8226,マナフローバンド,81,38,43,0.4691358024691358,0.4550561797752809,178,15
overall,MIXED,16.7,ALL,rune,9103,レジェンド: 血脈,81,38,43,0.4691358024691358,0.10519480519480519,770,15
overall,MIXED,16.10,TOP,keystone,8010,征服者,81,37,44,0.4567901234567901,0.36486486486486486,222,15
overall,MIXED,16.15,TOP,rune,8401,シールドバッシュ,81,33,48,0.4074074074074074,0.09806295399515738,826,15
overall,MIXED,15.20,ALL,rune,8444,息継ぎ,81,32,49,0.3950617283950617,0.12272727272727273,660,15
overall,MIXED,16.18,ALL,keystone,8005,プレスアタック,80,48,32,0.6,0.047619047619047616,1680,15
overall,MIXED,15.19,MIDDLE,rune,8140,グリスリー メメント,80,46,34,0.575,0.34782608695652173,230,15
overall,MIXED,15.20,JUNGLE,shard,5005,UNKNOWN(5005),80,43,37,0.5375,0.6060606060606061,132,15
overall,MIXED,16.12,UTILITY,rune,8347,宇宙の英知,80,43,37,0.5375,0.449438202247191,178,15
overall,MIXED,16.15,TOP,rune,8234,追い風,80,43,37,0.5375,0.09685230024213075,826,15
overall,MIXED,16.15,BOTTOM,rune,8316,なんでも屋,80,42,38,0.525,0.09685230024213075,826,15
overall,MIXED,16.18,ALL,keystone,9923,ヘイルブレード,80,42,38,0.525,0.047619047619047616,1680,15
overall,MIXED,15.3,MIDDLE,shard,5001,UNKNOWN(5001),80,41,39,0.5125,0.975609756097561,82,15
overall,MIXED,15.3,BOTTOM,shard,5008,UNKNOWN(5008),80,41,39,0.5125,0.975609756097561,82,15
overall,MIXED,16.11,ALL,rune,8401,シールドバッシュ,80,41,39,0.5125,0.06779661016949153,1180,15
overall,MIXED,16.5,BOTTOM,rune,9103,レジェンド: 血脈,80,41,39,0.5125,0.49382716049382713,162,15
overall,MIXED,16.7,JUNGLE,rune,8014,最期の慈悲,80,41,39,0.5125,0.5194805194805194,154,15
overall,MIXED,15.15,ALL,rune,8299,背水の陣,80,41,39,0.5125,0.1951219512195122,410,15
overall,MIXED,15.3,JUNGLE,shard,5001,UNKNOWN(5001),80,40,40,0.5,0.975609756097561,82,15
overall,MIXED,15.15,MIDDLE,shard,5008,UNKNOWN(5008),80,40,40,0.5,0.975609756097561,82,15
overall,MIXED,16.7,ALL,rune,8321,キャッシュバック,80,40,40,0.5,0.1038961038961039,770,15
overall,MIXED,15.21,ALL,rune,8444,息継ぎ,80,40,40,0.5,0.13559322033898305,590,15
overall,MIXED,15.15,TOP,shard,5001,UNKNOWN(5001),80,39,41,0.4875,0.975609756097561,82,15
overall,MIXED,15.7,BOTTOM,shard,5005,UNKNOWN(5005),80,38,42,0.475,0.8695652173913043,92,15
overall,MIXED,16.14,BOTTOM,rune,8313,トリプル トニック,80,38,42,0.475,0.11494252873563218,696,15
overall,MIXED,15.16,ALL,keystone,8008,リーサルテンポ,80,38,42,0.475,0.14814814814814814,540,15
overall,MIXED,15.17,ALL,rune,9103,レジェンド: 血脈,80,38,42,0.475,0.09876543209876543,810,15
overall,MIXED,16.4,ALL,rune,8451,超成長,80,38,42,0.475,0.1509433962264151,530,15
overall,MIXED,16.2,TOP,shard,5005,UNKNOWN(5005),80,37,43,0.4625,0.5633802816901409,142,15
overall,MIXED,15.23,ALL,shard,5007,UNKNOWN(5007),80,37,43,0.4625,0.13793103448275862,580,15
overall,MIXED,15.17,JUNGLE,rune,8347,宇宙の英知,80,37,43,0.4625,0.49382716049382713,162,15
overall,MIXED,15.2,ALL,rune,9105,レジェンド: ヘイスト,80,36,44,0.45,0.17391304347826086,460,15
overall,MIXED,15.17,UTILITY,rune,8347,宇宙の英知,80,36,44,0.45,0.4968944099378882,161,15
overall,MIXED,16.13,BOTTOM,rune,8233,英気集中,80,36,44,0.45,0.12158054711246201,658,15
overall,MIXED,15.14,ALL,rune,8237,追火,80,34,46,0.425,0.17391304347826086,460,15
overall,MIXED,15.13,ALL,keystone,8437,不死者の握撃,79,48,31,0.6075949367088608,0.08229166666666667,960,15
overall,MIXED,15.10,ALL,shard,5007,UNKNOWN(5007),79,47,32,0.5949367088607594,0.1144927536231884,690,15
overall,MIXED,15.13,BOTTOM,keystone,8008,リーサルテンポ,79,45,34,0.569620253164557,0.4114583333333333,192,15
overall,MIXED,16.14,TOP,rune,8224,アクシオム アルカニスト,79,44,35,0.5569620253164557,0.11350574712643678,696,15
overall,MIXED,15.19,UTILITY,rune,8345,ビスケットデリバリー,79,43,36,0.5443037974683544,0.34347826086956523,230,15
overall,MIXED,15.2,ALL,rune,8106,至極の賞金首狩り,79,43,36,0.5443037974683544,0.17173913043478262,460,15
overall,MIXED,15.13,ALL,rune,8233,英気集中,79,43,36,0.5443037974683544,0.08229166666666667,960,15
overall,MIXED,16.4,BOTTOM,shard,5005,UNKNOWN(5005),79,42,37,0.5316455696202531,0.7452830188679245,106,15
overall,MIXED,16.14,MIDDLE,rune,8017,切り崩し,79,42,37,0.5316455696202531,0.11350574712643678,696,15
overall,MIXED,15.18,UTILITY,shard,5008,UNKNOWN(5008),79,41,38,0.5189873417721519,0.6076923076923076,130,15
overall,MIXED,15.11,ALL,shard,5011,UNKNOWN(5011),79,40,39,0.5063291139240507,0.1490566037735849,530,15
overall,MIXED,16.10,BOTTOM,rune,8236,強まる嵐,79,40,39,0.5063291139240507,0.35585585585585583,222,15
overall,MIXED,15.8,ALL,rune,8242,気迫,79,40,39,0.5063291139240507,0.12153846153846154,650,15
overall,MIXED,16.11,ALL,rune,8126,追い打ち,79,40,39,0.5063291139240507,0.06694915254237288,1180,15
overall,MIXED,16.11,ALL,keystone,8439,アフターショック,79,39,40,0.4936708860759494,0.06694915254237288,1180,15
overall,MIXED,15.17,UTILITY,rune,8473,ボーンアーマー,79,39,40,0.4936708860759494,0.4906832298136646,161,15
overall,MIXED,16.12,TOP,rune,9111,凱旋,79,39,40,0.4936708860759494,0.4438202247191011,178,15
overall,MIXED,16.7,ALL,rune,8444,息継ぎ,79,39,40,0.4936708860759494,0.1025974025974026,770,15
overall,MIXED,15.24,TOP,rune,8446,打ちこわし,79,39,40,0.4936708860759494,0.2309941520467836,342,15
overall,MIXED,15.2,JUNGLE,shard,5008,UNKNOWN(5008),79,38,41,0.4810126582278481,0.8586956521739131,92,15
overall,MIXED,14.19,ALL,rune,8473,ボーンアーマー,79,38,41,0.4810126582278481,0.1880952380952381,420,15
overall,MIXED,16.14,TOP,rune,8242,気迫,79,38,41,0.4810126582278481,0.11350574712643678,696,15
overall,MIXED,15.9,ALL,rune,8237,追火,79,38,41,0.4810126582278481,0.18372093023255814,430,15
overall,MIXED,15.4,ALL,rune,9111,凱旋,79,35,44,0.4430379746835443,0.29259259259259257,270,15
overall,MIXED,15.19,BOTTOM,rune,8304,魔法の靴,79,35,44,0.4430379746835443,0.34347826086956523,230,15
overall,MIXED,16.14,TOP,rune,8401,シールドバッシュ,79,34,45,0.43037974683544306,0.11350574712643678,696,15
overall,MIXED,15.13,TOP,keystone,8010,征服者,79,33,46,0.4177215189873418,0.4114583333333333,192,15
overall,MIXED,15.16,ALL,rune,8106,至極の賞金首狩り,78,44,34,0.5641025641025641,0.14444444444444443,540,15
overall,MIXED,15.20,UTILITY,shard,5008,UNKNOWN(5008),78,43,35,0.5512820512820513,0.5909090909090909,132,15
overall,MIXED,15.13,ALL,rune,8446,打ちこわし,78,43,35,0.5512820512820513,0.08125,960,15
overall,MIXED,16.13,MIDDLE,keystone,8229,秘儀の彗星,78,43,35,0.5512820512820513,0.11854103343465046,658,15
overall,MIXED,15.13,UTILITY,rune,8345,ビスケットデリバリー,78,41,37,0.5256410256410257,0.40625,192,15
overall,MIXED,16.7,ALL,rune,8242,気迫,78,41,37,0.5256410256410257,0.1012987012987013,770,15
overall,MIXED,16.16,BOTTOM,rune,8210,至高,78,41,37,0.5256410256410257,0.11711711711711711,666,15
overall,MIXED,14.19,JUNGLE,shard,5008,UNKNOWN(5008),78,40,38,0.5128205128205128,0.9285714285714286,84,15
overall,MIXED,14.20,ALL,rune,8473,ボーンアーマー,78,40,38,0.5128205128205128,0.16956521739130434,460,15
overall,MIXED,16.7,ALL,rune,8236,強まる嵐,78,40,38,0.5128205128205128,0.1012987012987013,770,15
overall,MIXED,16.12,BOTTOM,rune,8017,切り崩し,78,39,39,0.5,0.4406779661016949,177,15
overall,MIXED,15.19,BOTTOM,rune,8236,強まる嵐,78,39,39,0.5,0.3391304347826087,230,15
overall,MIXED,15.8,JUNGLE,keystone,8010,征服者,78,39,39,0.5,0.6,130,15
overall,MIXED,16.11,ALL,rune,8234,追い風,78,39,39,0.5,0.06610169491525424,1180,15
overall,MIXED,15.2,TOP,shard,5008,UNKNOWN(5008),78,38,40,0.48717948717948717,0.8478260869565217,92,15
overall,MIXED,15.8,MIDDLE,rune,8210,至高,78,38,40,0.48717948717948717,0.6,130,15
overall,MIXED,15.22,TOP,shard,5005,UNKNOWN(5005),78,37,41,0.47435897435897434,0.5909090909090909,132,15
overall,MIXED,15.16,JUNGLE,rune,9111,凱旋,78,37,41,0.47435897435897434,0.7222222222222222,108,15
overall,MIXED,15.3,ALL,rune,8473,ボーンアーマー,78,36,42,0.46153846153846156,0.1902439024390244,410,15
overall,MIXED,16.16,ALL,keystone,8230,嵐乗りの勇躍,78,36,42,0.46153846153846156,0.023423423423423424,3330,15
overall,MIXED,15.22,JUNGLE,rune,8304,魔法の靴,78,36,42,0.46153846153846156,0.5909090909090909,132,15
overall,MIXED,16.12,ALL,rune,8321,キャッシュバック,78,34,44,0.4358974358974359,0.08764044943820225,890,15
overall,MIXED,16.11,UTILITY,rune,8242,気迫,78,34,44,0.4358974358974359,0.3305084745762712,236,15
overall,MIXED,15.10,ALL,rune,8017,切り崩し,78,28,50,0.358974358974359,0.11304347826086956,690,15
overall,MIXED,15.24,ALL,keystone,8369,ファーストストライク,78,27,51,0.34615384615384615,0.0456140350877193,1710,15
overall,MIXED,16.17,UTILITY,rune,8451,超成長,77,44,33,0.5714285714285714,0.0763888888888889,1008,15
overall,MIXED,15.19,TOP,keystone,8437,不死者の握撃,77,42,35,0.5454545454545454,0.33624454148471616,229,15
overall,MIXED,15.20,ALL,rune,8106,至極の賞金首狩り,77,42,35,0.5454545454545454,0.11666666666666667,660,15
overall,MIXED,15.20,ALL,rune,8236,強まる嵐,77,41,36,0.5324675324675324,0.11666666666666667,660,15
overall,MIXED,14.20,ALL,rune,8451,超成長,77,41,36,0.5324675324675324,0.1673913043478261,460,15
overall,MIXED,15.23,UTILITY,shard,5008,UNKNOWN(5008),77,40,37,0.5194805194805194,0.6637931034482759,116,15
overall,MIXED,15.23,ALL,keystone,8008,リーサルテンポ,77,40,37,0.5194805194805194,0.13275862068965516,580,15
overall,MIXED,16.2,ALL,rune,8236,強まる嵐,77,40,37,0.5194805194805194,0.10845070422535211,710,15
overall,MIXED,16.8,JUNGLE,keystone,8010,征服者,77,40,37,0.5194805194805194,0.55,140,15
overall,MIXED,14.19,TOP,shard,5001,UNKNOWN(5001),77,39,38,0.5064935064935064,0.9166666666666666,84,15
overall,MIXED,15.12,BOTTOM,shard,5005,UNKNOWN(5005),77,39,38,0.5064935064935064,0.7623762376237624,101,15
overall,MIXED,15.12,ALL,rune,8140,グリスリー メメント,77,39,38,0.5064935064935064,0.15098039215686274,510,15
overall,MIXED,15.15,ALL,rune,8473,ボーンアーマー,77,39,38,0.5064935064935064,0.1878048780487805,410,15
overall,MIXED,16.7,BOTTOM,keystone,8008,リーサルテンポ,77,39,38,0.5064935064935064,0.5,154,15
overall,MIXED,14.19,JUNGLE,shard,5001,UNKNOWN(5001),77,38,39,0.4935064935064935,0.9166666666666666,84,15
overall,MIXED,15.10,BOTTOM,shard,5001,UNKNOWN(5001),77,38,39,0.4935064935064935,0.5579710144927537,138,15
overall,MIXED,16.5,JUNGLE,rune,8347,宇宙の英知,77,38,39,0.4935064935064935,0.47530864197530864,162,15
overall,MIXED,15.19,ALL,rune,8446,打ちこわし,77,38,39,0.4935064935064935,0.06695652173913043,1150,15
overall,MIXED,16.11,BOTTOM,rune,8014,最期の慈悲,77,38,39,0.4935064935064935,0.326271186440678,236,15
overall,MIXED,15.22,TOP,rune,8299,背水の陣,77,38,39,0.4935064935064935,0.5833333333333334,132,15
overall,MIXED,15.3,MIDDLE,shard,5008,UNKNOWN(5008),77,37,40,0.4805194805194805,0.9390243902439024,82,15
overall,MIXED,16.11,ALL,rune,8410,疾駆,77,37,40,0.4805194805194805,0.06525423728813559,1180,15
overall,MIXED,16.1,JUNGLE,rune,8304,魔法の靴,77,37,40,0.4805194805194805,0.5,154,15
overall,MIXED,16.4,ALL,shard,5007,UNKNOWN(5007),77,36,41,0.4675324675324675,0.14528301886792452,530,15
overall,MIXED,15.10,ALL,rune,8444,息継ぎ,77,36,41,0.4675324675324675,0.11159420289855072,690,15
overall,MIXED,16.7,JUNGLE,rune,8304,魔法の靴,77,36,41,0.4675324675324675,0.5,154,15
overall,MIXED,15.11,JUNGLE,shard,5005,UNKNOWN(5005),77,35,42,0.45454545454545453,0.7264150943396226,106,15
overall,MIXED,15.10,ALL,rune,8242,気迫,77,35,42,0.45454545454545453,0.11159420289855072,690,15
overall,MIXED,16.9,ALL,rune,8143,サドンインパクト,77,34,43,0.44155844155844154,0.09746835443037975,790,15
overall,MIXED,15.9,ALL,rune,8304,魔法の靴,77,34,43,0.44155844155844154,0.17906976744186046,430,15
overall,MIXED,14.19,ALL,rune,8138,UNKNOWN(8138),77,33,44,0.42857142857142855,0.18333333333333332,420,15
overall,MIXED,16.12,ALL,rune,9103,レジェンド: 血脈,77,31,46,0.4025974025974026,0.08651685393258426,890,15
overall,MIXED,15.9,ALL,rune,8299,背水の陣,76,48,28,0.631578947368421,0.17674418604651163,430,15
overall,MIXED,16.16,TOP,rune,8226,マナフローバンド,76,46,30,0.6052631578947368,0.11411411411411411,666,15
overall,MIXED,16.3,BOTTOM,rune,8017,切り崩し,76,46,30,0.6052631578947368,0.4318181818181818,176,15
overall,MIXED,16.9,UTILITY,rune,8226,マナフローバンド,76,45,31,0.5921052631578947,0.4810126582278481,158,15
overall,MIXED,15.16,TOP,shard,5005,UNKNOWN(5005),76,42,34,0.5526315789473685,0.7037037037037037,108,15
overall,MIXED,15.3,ALL,rune,8345,ビスケットデリバリー,76,42,34,0.5526315789473685,0.18536585365853658,410,15
overall,MIXED,16.8,ALL,rune,8242,気迫,76,42,34,0.5526315789473685,0.10857142857142857,700,15
overall,MIXED,15.3,JUNGLE,shard,5008,UNKNOWN(5008),76,41,35,0.5394736842105263,0.926829268292683,82,15
overall,MIXED,16.2,TOP,rune,8299,背水の陣,76,41,35,0.5394736842105263,0.5352112676056338,142,15
overall,MIXED,16.10,ALL,keystone,8437,不死者の握撃,76,40,36,0.5263157894736842,0.06846846846846846,1110,15
overall,MIXED,16.16,MIDDLE,rune,9111,凱旋,76,40,36,0.5263157894736842,0.11411411411411411,666,15
overall,MIXED,15.22,ALL,keystone,8229,秘儀の彗星,76,40,36,0.5263157894736842,0.11515151515151516,660,15
overall,MIXED,15.13,JUNGLE,rune,8347,宇宙の英知,76,39,37,0.5131578947368421,0.3958333333333333,192,15
overall,MIXED,16.1,JUNGLE,rune,8347,宇宙の英知,76,39,37,0.5131578947368421,0.4935064935064935,154,15
overall,MIXED,14.20,UTILITY,shard,5001,UNKNOWN(5001),76,38,38,0.5,0.8260869565217391,92,15
overall,MIXED,16.17,ALL,keystone,8465,ガーディアン,76,38,38,0.5,0.01507936507936508,5040,15
overall,MIXED,16.17,UTILITY,keystone,8465,ガーディアン,76,38,38,0.5,0.07539682539682539,1008,15
overall,MIXED,14.19,MIDDLE,shard,5001,UNKNOWN(5001),76,37,39,0.4868421052631579,0.9047619047619048,84,15
overall,MIXED,15.11,ALL,rune,8140,グリスリー メメント,76,37,39,0.4868421052631579,0.14339622641509434,530,15
overall,MIXED,16.1,ALL,keystone,8112,電撃,76,37,39,0.4868421052631579,0.0987012987012987,770,15
overall,MIXED,16.8,BOTTOM,rune,8009,冷静沈着,76,36,40,0.47368421052631576,0.5428571428571428,140,15
overall,MIXED,16.15,MIDDLE,rune,8401,シールドバッシュ,76,35,41,0.4605263157894737,0.09200968523002422,826,15
overall,MIXED,16.3,UTILITY,rune,8226,マナフローバンド,76,35,41,0.4605263157894737,0.4318181818181818,176,15
overall,MIXED,16.10,UTILITY,rune,8347,宇宙の英知,76,35,41,0.4605263157894737,0.34234234234234234,222,15
overall,MIXED,16.17,BOTTOM,rune,8237,追火,76,35,41,0.4605263157894737,0.07539682539682539,1008,15
overall,MIXED,15.18,ALL,shard,5007,UNKNOWN(5007),76,34,42,0.4473684210526316,0.11692307692307692,650,15
overall,MIXED,16.12,UTILITY,rune,8210,至高,76,34,42,0.4473684210526316,0.42696629213483145,178,15
overall,MIXED,16.17,MIDDLE,keystone,8010,征服者,76,30,46,0.39473684210526316,0.07539682539682539,1008,15
overall,MIXED,16.17,MIDDLE,rune,8275,ニンバスクローク,76,28,48,0.3684210526315789,0.07539682539682539,1008,15
overall,MIXED,16.16,TOP,rune,8237,追火,75,48,27,0.64,0.11261261261261261,666,15
overall,MIXED,16.9,UTILITY,rune,8210,至高,75,45,30,0.6,0.47468354430379744,158,15
overall,MIXED,16.17,JUNGLE,rune,8451,超成長,75,45,30,0.6,0.0744047619047619,1008,15
overall,MIXED,16.3,UTILITY,shard,5007,UNKNOWN(5007),75,43,32,0.5733333333333334,0.42613636363636365,176,15
overall,MIXED,16.9,ALL,keystone,8229,秘儀の彗星,75,42,33,0.56,0.0949367088607595,790,15
overall,MIXED,16.6,JUNGLE,rune,8304,魔法の靴,75,42,33,0.56,0.4934210526315789,152,15
overall,MIXED,15.17,ALL,rune,8143,サドンインパクト,75,40,35,0.5333333333333333,0.09259259259259259,810,15
overall,MIXED,16.10,ALL,rune,8463,生命の泉,75,40,35,0.5333333333333333,0.06756756756756757,1110,15
overall,MIXED,16.10,ALL,rune,8234,追い風,75,40,35,0.5333333333333333,0.06756756756756757,1110,15
overall,MIXED,15.13,UTILITY,shard,5007,UNKNOWN(5007),75,39,36,0.52,0.390625,192,15
overall,MIXED,15.15,JUNGLE,shard,5008,UNKNOWN(5008),75,39,36,0.52,0.9146341463414634,82,15
overall,MIXED,15.17,ALL,keystone,8439,アフターショック,75,39,36,0.52,0.09259259259259259,810,15
overall,MIXED,15.17,BOTTOM,keystone,8008,リーサルテンポ,75,39,36,0.52,0.46296296296296297,162,15
overall,MIXED,15.13,ALL,rune,8126,追い打ち,75,39,36,0.52,0.078125,960,15
overall,MIXED,15.15,MIDDLE,shard,5001,UNKNOWN(5001),75,38,37,0.5066666666666667,0.9146341463414634,82,15
overall,MIXED,16.16,MIDDLE,shard,5007,UNKNOWN(5007),75,38,37,0.5066666666666667,0.11261261261261261,666,15
overall,MIXED,14.22,ALL,rune,9104,レジェンド: 迅速,75,38,37,0.5066666666666667,0.25862068965517243,290,15
overall,MIXED,14.24,ALL,rune,9111,凱旋,75,38,37,0.5066666666666667,0.3,250,15
overall,MIXED,15.14,BOTTOM,shard,5005,UNKNOWN(5005),75,37,38,0.49333333333333335,0.8152173913043478,92,15
overall,MIXED,15.21,UTILITY,shard,5008,UNKNOWN(5008),75,37,38,0.49333333333333335,0.635593220338983,118,15
overall,MIXED,15.12,ALL,rune,9105,レジェンド: ヘイスト,75,37,38,0.49333333333333335,0.14705882352941177,510,15
overall,MIXED,16.4,BOTTOM,rune,8009,冷静沈着,75,37,38,0.49333333333333335,0.7075471698113207,106,15
overall,MIXED,16.6,TOP,rune,9111,凱旋,75,37,38,0.49333333333333335,0.4934210526315789,152,15
overall,MIXED,16.9,TOP,rune,9111,凱旋,75,37,38,0.49333333333333335,0.47468354430379744,158,15
overall,MIXED,15.13,UTILITY,rune,8210,至高,75,36,39,0.48,0.390625,192,15
overall,MIXED,16.16,MIDDLE,rune,8139,血の味わい,75,36,39,0.48,0.11261261261261261,666,15
